hid,buildyear,type,price,planno
5286,2002,Brick and Wood,241142,3
5287,1992,Brick and Wood,251516,4
5288,1977,Wood,226963,4
5289,1949,Brick and Wood,216539,3
5290,1967,Brick and Wood,142157,3
5291,1942,Brick and Wood,304382,3
5292,2006,Wood,487850,3
5293,1955,Wood,154214,4
5294,1967,Brick,134917,3
5295,1966,Wood,197305,4
5296,1954,Brick and Wood,357044,3
5297,1931,Wood,310111,4
5298,1934,Wood,433326,3
5299,1942,Brick,156010,3
5300,2008,Wood,100369,4
5301,2007,Brick and Wood,96732,4
5302,2008,Brick and Wood,360850,4
5303,1962,Brick,197466,4
5304,1930,Wood,452166,4
5305,1999,Wood,73693,4
5306,1931,Wood,289935,4
5307,2004,Wood,166654,4
5308,1997,Brick,73560,4
5309,1971,Brick,285549,4
5310,1975,Brick and Wood,104157,3
5311,1991,Wood,159954,3
5312,1971,Wood,108897,3
5313,1953,Brick,197236,4
5314,1996,Brick and Wood,346141,3
5315,1934,Brick,41573,3
5316,1930,Wood,444711,3
5317,2016,Brick,38657,4
5318,2012,Wood,229151,4
5319,2002,Brick and Wood,269087,4
5320,2014,Brick,261652,4
5321,2012,Brick and Wood,396867,3
5322,1990,Brick,356342,3
5323,1992,Brick,497336,4
5324,1975,Brick and Wood,137300,3
5325,1995,Brick,185450,4
5326,1934,Wood,277374,4
5327,1963,Brick and Wood,285011,4
5328,2013,Wood,447415,3
5329,1994,Brick,412936,3
5330,2012,Brick,218184,3
5331,1971,Brick,334676,3
5332,1962,Brick and Wood,410247,3
5333,1940,Brick,150323,4
5334,1970,Wood,120400,4
5335,2000,Wood,337474,4
5336,1943,Wood,479355,3
5337,1959,Brick and Wood,119478,4
5338,1949,Brick,158181,4
5339,1974,Brick,421505,4
5340,1974,Wood,285656,4
5341,2001,Brick,421064,3
5342,1951,Brick and Wood,460507,4
5343,2009,Brick and Wood,198314,3
5344,1941,Brick,447533,4
5345,1947,Brick and Wood,165969,3
5346,1952,Wood,161569,3
5347,1993,Brick and Wood,429583,4
5348,2010,Brick,112530,4
5349,1987,Brick,378265,4
5350,1980,Brick,487734,4
5351,1976,Brick and Wood,117928,3
5352,2001,Brick and Wood,285857,4
5353,1972,Brick and Wood,114470,4
5354,1934,Brick,459781,4
5355,1930,Brick and Wood,124202,3
5356,1997,Wood,202845,3
5357,1933,Brick,299109,4
5358,1948,Wood,360092,4
5359,1956,Wood,55432,3
5360,1955,Brick,274700,3
5361,1976,Brick and Wood,333884,3
5362,2011,Brick,265989,4
5363,1975,Brick and Wood,358396,3
5364,1996,Wood,419618,4
5365,1930,Wood,108110,3
5366,1986,Wood,175285,4
5367,1955,Brick and Wood,344311,3
5368,1955,Brick and Wood,351763,4
5369,1942,Wood,166559,3
5370,1936,Wood,359821,3
5371,2008,Brick,434075,3
5372,1977,Wood,327961,4
5373,1935,Brick and Wood,63590,3
5374,1979,Wood,158154,3
5375,1930,Brick and Wood,158354,4
5376,1933,Brick,178684,3
5377,1958,Wood,71285,4
5378,1972,Wood,169769,4
5379,1949,Brick and Wood,498809,4
5380,1978,Brick,255200,4
5381,2002,Brick and Wood,446134,3
5382,2013,Wood,283385,4
5383,1974,Brick,481145,4
5384,1972,Wood,266038,4
5385,1997,Brick,410349,4
5386,1952,Brick and Wood,415630,4
5387,1997,Wood,403714,3
5388,1956,Brick,106492,3
5389,1977,Wood,381431,4
5390,1968,Brick,133061,4
5391,1984,Wood,87139,3
5392,1951,Brick,130074,3
5393,1988,Brick and Wood,412206,3
5394,1964,Brick and Wood,203053,3
5395,2002,Brick and Wood,322146,3
5396,1990,Brick,335024,4
5397,1933,Brick,354530,4
5398,1989,Brick and Wood,251624,4
5399,1977,Wood,275005,3
5400,1942,Brick and Wood,247235,3
5401,1968,Brick,42053,4
5402,1942,Wood,333814,4
5403,1942,Brick and Wood,166817,4
5404,1958,Brick,452090,4
5405,1931,Wood,95598,4
5406,1952,Brick,92525,3
5407,2005,Brick,334546,3
5408,1968,Brick and Wood,124806,4
5409,1966,Wood,290132,3
5410,1936,Brick,307200,4
5411,1963,Wood,387209,3
5412,1966,Brick and Wood,403287,3
5413,1989,Brick,151286,3
5414,2003,Wood,481124,4
5415,1995,Brick and Wood,238227,3
5416,1978,Brick,240707,4
5417,1978,Brick,170773,3
5418,2006,Wood,51785,3
5419,2004,Wood,457969,3
5420,2003,Brick,81700,3
5421,1989,Wood,165839,4
5422,2005,Brick and Wood,57396,3
5423,1953,Brick,250969,3
5424,1961,Brick,219832,3
5425,1975,Wood,397138,4
5426,1977,Brick,299456,3
5427,1975,Brick,283320,4
5428,1953,Brick,447408,3
5429,1982,Brick and Wood,100142,3
5430,1994,Brick and Wood,368545,3
5431,2010,Brick,361684,4
5432,2014,Wood,68207,4
5433,1988,Brick,233368,4
5434,2009,Brick,394562,3
5435,1998,Brick,363282,3
5436,1955,Wood,350864,3
5437,1964,Wood,278600,4
5438,1980,Brick,108542,4
5439,1966,Wood,423641,4
5440,1994,Wood,426391,4
5441,1980,Brick,261265,3
5442,1997,Wood,104659,3
5443,1989,Wood,188760,3
5444,1932,Wood,136460,3
5445,1950,Wood,89499,3
5446,1972,Wood,45683,4
5447,1995,Wood,322225,4
5448,2016,Brick,454020,3
5449,2015,Wood,122166,4
5450,1941,Wood,45072,4
5451,1934,Brick and Wood,327832,4
5452,2015,Brick and Wood,191464,3
5453,1984,Wood,407672,4
5454,1965,Wood,377137,3
5455,1985,Wood,204457,3
5456,2000,Brick,72760,3
5457,1958,Brick and Wood,187362,3
5458,1978,Brick and Wood,451403,4
5459,2004,Brick,125577,4
5460,1990,Wood,198740,4
5461,1938,Brick and Wood,326470,4
5462,1982,Wood,401647,3
5463,1984,Wood,154593,4
5464,1935,Brick and Wood,141961,4
5465,1991,Brick and Wood,228847,4
5466,1976,Brick,50663,3
5467,2015,Wood,489653,4
5468,2010,Brick and Wood,49633,3
5469,1939,Wood,442164,4
5470,1950,Wood,426343,4
5471,1958,Wood,148825,4
5472,1989,Brick,420687,3
5473,1963,Wood,135574,3
5474,1950,Wood,84167,4
5475,1962,Brick,463711,3
5476,1937,Wood,157374,3
5477,2001,Wood,40328,4
5478,1978,Wood,65238,3
5479,1971,Brick and Wood,76308,4
5480,1970,Brick,420287,4
5481,1955,Brick,440862,3
5482,1955,Brick and Wood,415033,4
5483,1974,Wood,223584,4
5484,1999,Brick and Wood,487692,3
5485,1975,Wood,271978,4
5486,1969,Brick and Wood,135916,4
5487,1954,Wood,216485,3
5488,1966,Brick and Wood,204087,3
5489,2010,Brick,104565,3
5490,1947,Brick and Wood,276866,3
5491,2007,Wood,107343,4
5492,2000,Wood,417570,3
5493,1972,Wood,98396,3
5494,1952,Brick and Wood,36249,3
5495,1977,Brick and Wood,281034,3
5496,1993,Wood,99942,4
5497,1989,Wood,82691,4
5498,1956,Brick and Wood,498196,3
5499,1964,Wood,153084,3
5500,1978,Brick and Wood,413123,4
5501,1957,Brick,402335,3
5502,1958,Brick,402696,3
5503,1972,Brick,209398,4
5504,2001,Wood,178693,4
5505,2015,Wood,427138,4
5506,1949,Brick,339879,4
5507,1967,Brick and Wood,298818,4
5508,2007,Wood,143152,4
5509,2006,Brick,440633,4
5510,2016,Brick and Wood,320655,3
5511,1959,Brick and Wood,337387,3
5512,1948,Brick,378420,4
5513,1962,Brick,302347,3
5514,1964,Brick and Wood,414325,3
5515,1970,Brick,237039,3
5516,1994,Wood,392292,4
5517,1986,Brick and Wood,30684,4
5518,1976,Brick and Wood,221346,3
5519,1956,Brick,402619,3
5520,1942,Brick and Wood,61604,4
5521,1953,Brick and Wood,168476,3
5522,1967,Wood,379753,3
5523,1968,Brick,308619,4
5524,1964,Brick and Wood,165992,3
5525,2000,Brick and Wood,293083,3
5526,2009,Brick,260297,3
5527,2009,Brick and Wood,54100,3
5528,2006,Wood,269191,3
5529,1948,Wood,396357,3
5530,2016,Brick,292041,4
5531,1943,Brick and Wood,482640,4
5532,1945,Brick and Wood,443691,3
5533,1948,Brick and Wood,75019,4
5534,2001,Wood,185269,4
5535,1952,Brick,189562,4
5536,1991,Brick,327199,3
5537,2005,Brick,158388,3
5538,1985,Wood,482541,3
5539,1934,Wood,202720,3
5540,1943,Wood,426402,3
5541,2016,Brick and Wood,478333,4
5542,2004,Brick and Wood,346628,3
5543,2009,Brick,486257,4
5544,1997,Brick,395832,4
5545,2011,Brick,173358,3
5546,1965,Wood,63554,4
5547,1940,Brick and Wood,52185,3
5548,1933,Wood,152647,3
5549,1972,Brick,481763,3
5550,1961,Brick and Wood,219546,4
5551,1996,Brick and Wood,216657,4
5552,1996,Wood,210904,4
5553,1931,Brick and Wood,361109,3
5554,1993,Brick and Wood,272206,3
5555,1973,Brick,298428,4
5556,1964,Brick,63406,3
5557,1999,Wood,199657,3
5558,1955,Brick and Wood,194114,4
5559,1992,Brick and Wood,398164,3
5560,1948,Brick,475494,3
5561,1988,Wood,493172,4
5562,1934,Brick,460203,3
5563,1954,Wood,183881,4
5564,1997,Wood,433396,3
5565,1955,Wood,459949,4
5566,1938,Wood,423413,3
5567,2011,Wood,414765,4
5568,2009,Brick,49241,4
5569,1961,Brick,428524,4
5570,1963,Brick and Wood,278263,4
5571,1987,Brick,478685,3
5572,1989,Wood,191860,3
5573,1988,Wood,103963,3
5574,1993,Brick,134423,4
5575,1994,Brick,381469,4
5576,1965,Brick,303343,3
5577,2011,Brick,366321,3
5578,1954,Wood,439742,3
5579,1939,Brick and Wood,454780,3
5580,1953,Wood,115549,4
5581,2011,Brick and Wood,252833,3
5582,1942,Brick and Wood,318305,4
5583,1959,Wood,78630,4
5584,1948,Brick,294810,4
5585,1970,Wood,369728,3
5586,1997,Brick and Wood,256270,3
5587,2010,Wood,86315,3
5588,2016,Wood,57906,4
5589,1969,Brick and Wood,427036,3
5590,1935,Brick,222601,4
5591,1955,Brick and Wood,388199,4
5592,1994,Brick and Wood,62666,4
5593,1949,Brick,330773,3
5594,1992,Brick and Wood,177039,3
5595,1941,Brick and Wood,295649,3
5596,1931,Wood,476987,3
5597,1949,Brick and Wood,165672,3
5598,2005,Brick,219394,4
5599,1936,Wood,102854,4
5600,1975,Wood,258268,3
5601,1972,Brick,208231,4
5602,1995,Brick,196724,3
5603,1934,Brick and Wood,83544,3
5604,1974,Wood,424070,4
5605,1957,Brick and Wood,331026,4
5606,2012,Brick and Wood,371675,3
5607,2002,Brick,473454,4
5608,1972,Brick,382653,4
5609,1995,Brick and Wood,451819,3
5610,1992,Brick and Wood,51270,3
5611,1974,Brick and Wood,279776,4
5612,1977,Brick and Wood,405304,3
5613,1971,Brick,362258,4
5614,1997,Brick and Wood,231523,3
5615,1987,Wood,197184,4
5616,1945,Wood,85833,4
5617,1981,Wood,79299,3
5618,1931,Brick and Wood,113726,3
5619,1934,Brick,160730,3
5620,1984,Brick and Wood,249016,4
5621,1996,Brick and Wood,274526,3
5622,1980,Brick,348943,4
5623,1950,Wood,107421,3
5624,1972,Brick and Wood,437787,3
5625,1939,Brick,204913,3
5626,1987,Brick and Wood,292072,4
5627,1955,Brick and Wood,495704,3
5628,1989,Wood,130404,4
5629,1970,Wood,173546,3
5630,2005,Brick,157060,3
5631,1973,Brick and Wood,281149,4
5632,1948,Brick,211200,4
5633,1999,Brick,386597,4
5634,2016,Brick and Wood,484509,4
5635,1965,Brick and Wood,243382,3
5636,1931,Wood,498020,3
5637,1958,Brick,94672,3
5638,1968,Brick and Wood,354009,3
5639,2011,Brick,315548,3
5640,1986,Wood,426213,3
5641,1947,Brick and Wood,327027,3
5642,1948,Wood,134517,3
5643,1980,Brick,55264,3
5644,1957,Brick,176201,3
5645,1995,Wood,42826,3
5646,2003,Brick and Wood,395655,4
5647,2012,Brick and Wood,42069,3
5648,1951,Wood,312162,3
5649,2007,Brick and Wood,430763,3
5650,1971,Wood,292815,3
5651,2007,Wood,272606,3
5652,1981,Wood,292914,4
5653,1996,Brick and Wood,461963,4
5654,1987,Brick,469987,3
5655,1977,Wood,91225,4
5656,1996,Brick and Wood,346654,4
5657,2000,Wood,356461,4
5658,1959,Brick and Wood,218797,4
5659,1983,Brick and Wood,449552,4
5660,2013,Brick,352478,3
5661,1935,Brick,354462,4
5662,1938,Brick,403096,3
5663,2006,Brick and Wood,35452,4
5664,1978,Brick and Wood,471002,4
5665,1984,Brick,369508,3
5666,1983,Brick and Wood,360397,3
5667,2003,Wood,391935,3
5668,2002,Brick,419849,3
5669,2005,Wood,380021,4
5670,1982,Brick and Wood,469779,4
5671,2002,Brick and Wood,431090,3
5672,1955,Brick,413400,4
5673,2011,Brick and Wood,213939,4
5674,2009,Brick,422868,4
5675,1936,Wood,453575,3
5676,2008,Brick,468241,3
5677,1942,Brick,215442,3
5678,1942,Brick and Wood,191836,4
5679,1987,Wood,294417,4
5680,2014,Brick and Wood,203050,4
5681,1989,Brick and Wood,296339,4
5682,1991,Brick and Wood,38456,4
5683,1939,Brick and Wood,257409,4
5684,1997,Brick and Wood,182612,3
5685,1992,Brick,271296,3
5686,1970,Wood,58887,3
5687,1956,Brick and Wood,63089,4
5688,1967,Wood,298432,3
5689,1966,Wood,62512,3
5690,2000,Brick,103683,3
5691,1978,Brick,398370,3
5692,1998,Wood,94652,4
5693,2007,Brick and Wood,239235,3
5694,1982,Brick,380612,3
5695,1965,Brick,30105,4
5696,2015,Wood,292555,3
5697,1933,Wood,316312,3
5698,1968,Brick and Wood,236520,3
5699,1966,Brick and Wood,349280,3
5700,1940,Wood,499757,3
5701,1946,Brick,70794,4
5702,1937,Brick and Wood,233454,4
5703,1995,Wood,351595,3
5704,2002,Wood,36228,3
5705,1944,Brick,179917,3
5706,1960,Brick,422481,3
5707,2011,Wood,241838,4
5708,1995,Wood,83927,3
5709,1950,Brick,305122,3
5710,1939,Brick and Wood,477735,4
5711,1982,Wood,373393,3
5712,1991,Brick and Wood,124867,3
5713,1983,Brick and Wood,167499,3
5714,1967,Brick,239541,3
5715,2013,Brick,307362,4
5716,1994,Wood,115579,3
5717,1983,Wood,150810,4
5718,1989,Brick,301458,3
5719,1995,Wood,414763,4
5720,2003,Brick,393937,4
5721,1997,Wood,308863,4
5722,1963,Brick,60982,4
5723,1948,Brick and Wood,85861,3
5724,1969,Wood,460071,3
5725,1966,Wood,320532,4
5726,1977,Brick and Wood,82738,4
5727,1958,Brick and Wood,86480,4
5728,1943,Wood,419982,3
5729,1986,Wood,482134,4
5730,1941,Brick,495957,4
5731,1997,Brick and Wood,75275,3
5732,2009,Brick and Wood,473825,4
5733,1977,Brick and Wood,325258,4
5734,1960,Brick,377991,3
5735,2008,Wood,152712,4
5736,1952,Brick,199961,4
5737,1980,Wood,411972,4
5738,2013,Brick and Wood,153838,3
5739,1966,Brick and Wood,303771,4
5740,2007,Wood,48956,4
5741,2011,Brick and Wood,289756,3
5742,1967,Brick and Wood,339910,3
5743,1962,Brick and Wood,460916,3
5744,1978,Wood,216632,3
5745,2013,Brick,376651,3
5746,1939,Wood,377784,3
5747,2004,Wood,140057,3
5748,1958,Brick,268977,4
5749,1969,Brick,227282,4
5750,1956,Brick and Wood,196571,4
5751,2010,Wood,322569,3
5752,2000,Brick and Wood,79211,4
5753,1969,Wood,307961,4
5754,1948,Wood,176706,4
5755,1932,Brick,418741,4
5756,2012,Wood,85469,4
5757,1968,Brick,366184,3
5758,1980,Brick,412090,4
5759,2011,Wood,57791,4
5760,2006,Brick and Wood,162760,3
5761,2008,Brick and Wood,398266,3
5762,1950,Wood,148691,4
5763,1995,Wood,70109,3
5764,1934,Wood,405429,4
5765,2004,Wood,384415,4
5766,1999,Brick and Wood,59709,4
5767,1943,Wood,462964,3
5768,1995,Wood,403166,3
5769,1959,Brick and Wood,67848,4
5770,1971,Brick and Wood,50775,4
5771,1991,Brick and Wood,165673,4
5772,1945,Brick,229888,3
5773,1994,Brick,443672,4
5774,1935,Brick and Wood,356861,3
5775,1952,Brick,374601,3
5776,1959,Wood,493215,3
5777,1993,Wood,92187,3
5778,1997,Brick,396217,4
5779,1971,Brick,304316,3
5780,1938,Brick and Wood,141036,4
5781,2006,Brick,270550,4
5782,1955,Brick,321127,3
5783,1962,Wood,345490,3
5784,1936,Brick and Wood,398396,3
5785,1961,Brick,489753,4
5786,1956,Brick and Wood,348303,3
5787,1932,Brick and Wood,453132,4
5788,1962,Brick and Wood,122546,4
5789,1992,Brick and Wood,238008,4
5790,1940,Wood,403251,3
5791,1942,Brick and Wood,400685,4
5792,1997,Wood,391251,3
5793,2015,Wood,443460,3
5794,1988,Wood,236655,4
5795,1967,Wood,457724,3
5796,1947,Brick,307512,4
5797,1952,Wood,75562,4
5798,2014,Brick,276177,3
5799,2012,Brick and Wood,160671,4
5800,1980,Brick,452329,3
5801,2013,Brick and Wood,77422,4
5802,1967,Wood,413518,4
5803,2000,Wood,231978,4
5804,1993,Brick,406669,3
5805,2014,Brick and Wood,297607,3
5806,1990,Wood,305316,4
5807,1985,Wood,230113,4
5808,1985,Wood,122490,3
5809,2014,Wood,391727,4
5810,2015,Brick,187695,3
5811,1938,Wood,468969,4
5812,1975,Brick and Wood,220260,3
5813,1984,Brick,381495,3
5814,2008,Wood,313463,3
5815,1946,Brick and Wood,215151,4
5816,2011,Brick and Wood,38718,3
5817,1959,Brick and Wood,260458,3
5818,1964,Brick,399756,3
5819,2013,Brick,419197,3
5820,1977,Wood,299488,3
5821,1980,Wood,376512,4
5822,1951,Brick and Wood,489209,3
5823,1971,Brick,217122,3
5824,1972,Wood,266256,4
5825,1947,Wood,346159,4
5826,1971,Brick,113940,3
5827,1934,Brick and Wood,116171,3
5828,1978,Brick,94878,3
5829,1995,Wood,203101,4
5830,1974,Brick and Wood,42161,4
5831,1932,Brick,258781,4
5832,1996,Wood,492087,4
5833,1960,Brick,489652,4
5834,1954,Brick,487335,4
5835,2009,Brick and Wood,93869,3
5836,2002,Brick and Wood,245137,3
5837,2011,Wood,180773,4
5838,1994,Brick,133250,3
5839,1988,Brick,278820,4
5840,1969,Brick,32159,4
5841,1942,Brick,105807,3
5842,2008,Brick,334038,3
5843,1952,Wood,429543,3
5844,1998,Wood,54832,4
5845,1979,Wood,298583,3
5846,1949,Wood,197792,4
5847,2000,Brick,450046,4
5848,1962,Wood,301629,3
5849,1936,Wood,424510,4
5850,1999,Brick,172565,4
5851,1945,Wood,477870,3
5852,1972,Wood,180551,4
5853,2010,Brick and Wood,332782,4
5854,1968,Brick,494054,4
5855,1980,Wood,286537,3
5856,1943,Brick and Wood,237453,4
5857,1967,Brick,306655,3
5858,1961,Wood,279344,3
5859,1948,Wood,493028,4
5860,1986,Brick,372402,4
5861,1932,Brick and Wood,191700,3
5862,1947,Wood,212454,3
5863,1966,Brick and Wood,352808,4
5864,2014,Brick,496846,4
5865,1985,Wood,170898,3
5866,1987,Brick and Wood,335292,4
5867,2013,Wood,451075,3
5868,1938,Wood,416972,4
5869,1966,Wood,33540,4
5870,1982,Brick,195699,3
5871,1972,Wood,435321,4
5872,2014,Brick,308782,4
5873,1984,Wood,61759,3
5874,1934,Brick,464416,3
5875,1946,Brick,388526,4
5876,1942,Brick and Wood,403705,4
5877,1971,Brick,374644,4
5878,1933,Wood,381184,3
5879,1938,Brick,373171,4
5880,2015,Brick and Wood,194079,3
5881,1974,Wood,82285,4
5882,1947,Wood,378698,3
5883,2007,Brick,120428,4
5884,1997,Brick,211705,3
5885,1999,Brick and Wood,137090,4
5886,1987,Brick and Wood,41141,3
5887,1964,Brick,465128,4
5888,1948,Brick and Wood,130433,3
5889,1959,Brick,306751,3
5890,1964,Brick and Wood,107958,3
5891,2010,Brick,67172,3
5892,1959,Brick,491435,3
5893,1935,Brick,140556,3
5894,2003,Brick and Wood,108225,4
5895,2011,Wood,354321,3
5896,1949,Wood,467428,4
5897,1931,Brick,187724,4
5898,1996,Brick and Wood,100741,4
5899,1943,Wood,187854,3
5900,1963,Wood,247049,4
5901,2001,Brick and Wood,295022,3
5902,1948,Wood,481680,4
5903,1946,Brick and Wood,152209,3
5904,1944,Wood,433551,3
5905,1961,Brick and Wood,159891,3
5906,1931,Brick and Wood,157786,4
5907,1967,Brick and Wood,248873,4
5908,1973,Brick and Wood,408588,3
5909,2000,Wood,189093,4
5910,1952,Brick,323831,3
5911,1934,Brick and Wood,476268,3
5912,2003,Brick and Wood,228671,3
5913,1940,Brick,195882,3
5914,1969,Brick and Wood,156269,3
5915,1952,Wood,239679,4
5916,2003,Wood,68927,4
5917,2006,Brick,406404,4
5918,1995,Brick and Wood,415382,4
5919,1967,Brick and Wood,440320,3
5920,1961,Brick,443260,3
5921,1981,Brick,235225,4
5922,1962,Brick,64611,3
5923,2005,Brick and Wood,243705,4
5924,2016,Brick and Wood,239963,3
5925,2015,Brick and Wood,477929,4
5926,1935,Brick and Wood,156111,3
5927,1955,Brick,33053,3
5928,2013,Wood,273565,3
5929,1964,Brick,334502,3
5930,1998,Brick and Wood,420390,4
5931,1944,Wood,341608,3
5932,1994,Brick and Wood,46974,4
5933,2007,Brick,391253,4
5934,1930,Brick,499983,3
5935,1995,Brick,340743,3
5936,1938,Brick,449866,3
5937,1982,Brick,227228,3
5938,1966,Wood,110790,3
5939,1943,Brick and Wood,419066,3
5940,1977,Wood,201354,3
5941,1992,Brick and Wood,38762,4
5942,1966,Brick,147538,3
5943,1954,Wood,267477,4
5944,1963,Brick and Wood,335486,3
5945,1993,Wood,125076,3
5946,1931,Brick and Wood,148803,3
5947,1961,Brick,232140,3
5948,2001,Brick,295516,4
5949,2002,Brick,199839,3
5950,2006,Brick,250423,3
5951,1993,Brick and Wood,41483,3
5952,1956,Wood,118948,3
5953,2009,Brick and Wood,262903,3
5954,1987,Brick,311892,4
5955,1949,Brick and Wood,372629,4
5956,2016,Brick and Wood,318828,4
5957,1987,Wood,62186,3
5958,1968,Brick and Wood,482732,3
5959,1998,Brick and Wood,451822,3
5960,2008,Brick and Wood,401803,4
5961,1931,Brick,330626,4
5962,1946,Wood,393274,4
5963,1962,Wood,53755,4
5964,2005,Wood,411432,3
5965,1945,Wood,287148,4
5966,2005,Brick and Wood,190253,3
5967,1971,Wood,378870,3
5968,1952,Wood,172788,3
5969,1949,Brick,235641,4
5970,1989,Brick and Wood,412258,4
5971,1956,Brick,496327,4
5972,2003,Brick and Wood,320542,4
5973,2006,Brick and Wood,483968,4
5974,2009,Brick,36136,4
5975,2007,Brick and Wood,126648,4
5976,2016,Brick,125467,4
5977,1951,Wood,59638,3
5978,1933,Wood,397545,4
5979,1991,Brick and Wood,269510,3
5980,1984,Brick,274414,4
5981,1981,Brick and Wood,324442,4
5982,1960,Wood,258135,4
5983,1935,Wood,333037,3
5984,1975,Brick,174657,4
5985,1953,Wood,223849,3
5986,1947,Brick,187800,3
5987,1930,Brick,43492,4
5988,1955,Wood,477552,4
5989,2005,Wood,408532,4
5990,1931,Brick,326579,4
5991,1969,Wood,401929,3
5992,1932,Wood,392150,3
5993,1962,Brick and Wood,298618,4
5994,1953,Wood,331558,4
5995,1938,Brick and Wood,131112,3
5996,2006,Brick and Wood,177181,4
5997,1970,Wood,93242,3
5998,1977,Wood,170556,3
5999,1990,Brick and Wood,279473,4
6000,2009,Brick,55201,3
6001,1938,Brick,199870,4
6002,2011,Brick and Wood,469887,4
6003,1995,Brick and Wood,469934,3
6004,1967,Wood,184561,4
6005,1989,Brick and Wood,171240,3
6006,1949,Wood,255527,3
6007,1955,Brick,414683,3
6008,1990,Brick,472139,4
6009,1985,Wood,135861,4
6010,2014,Brick and Wood,297799,3
6011,1956,Brick,77761,3
6012,1955,Wood,189594,3
6013,1931,Brick,134560,4
6014,1949,Brick,278588,3
6015,1985,Brick,263009,3
6016,1952,Brick and Wood,160768,3
6017,2004,Wood,387144,3
6018,2006,Brick and Wood,113159,4
6019,2001,Brick and Wood,342762,3
6020,2016,Wood,266406,3
6021,1960,Brick,310200,4
6022,1961,Wood,201893,3
6023,1952,Wood,426399,4
6024,1973,Wood,102373,4
6025,1989,Brick,200866,4
6026,1985,Brick and Wood,405238,3
6027,1997,Wood,324147,4
6028,1976,Brick and Wood,99003,4
6029,1957,Brick,334513,3
6030,1934,Brick,481063,3
6031,1945,Brick and Wood,400820,4
6032,1993,Wood,129745,4
6033,1946,Wood,214889,4
6034,1980,Brick,435719,3
6035,1972,Brick and Wood,314985,4
6036,1961,Brick and Wood,108992,3
6037,1970,Wood,473669,4
6038,2006,Wood,188656,3
6039,1964,Wood,134301,3
6040,1997,Wood,379582,3
6041,1970,Wood,307139,3
6042,1981,Brick,304336,3
6043,2012,Brick,302887,3
6044,1937,Brick,442472,4
6045,1989,Brick and Wood,393537,3
6046,1970,Brick,467657,3
6047,1964,Brick,395134,3
6048,1986,Brick and Wood,310440,4
6049,1939,Brick and Wood,332023,3
6050,1992,Brick and Wood,236175,4
6051,1960,Wood,491630,3
6052,2009,Wood,415802,4
6053,1962,Brick,218583,4
6054,1982,Brick,241853,3
6055,2004,Brick,166220,3
6056,1957,Brick and Wood,43857,3
6057,1977,Wood,238411,4
6058,2005,Brick,436342,3
6059,1998,Brick and Wood,217089,4
6060,1933,Brick and Wood,457149,4
6061,2009,Brick,276887,3
6062,2014,Wood,60052,3
6063,2001,Wood,171512,3
6064,2015,Brick,51251,4
6065,1994,Wood,465094,3
6066,2015,Brick and Wood,499636,4
6067,1970,Brick,470706,3
6068,1970,Brick and Wood,30646,3
6069,1964,Brick and Wood,440138,4
6070,1943,Brick and Wood,467940,3
6071,1935,Brick and Wood,99304,3
6072,2007,Brick,54543,3
6073,1997,Wood,373473,3
6074,1936,Brick,289346,4
6075,1989,Brick,131389,4
6076,1989,Brick,116950,4
6077,2012,Brick,182798,3
6078,1984,Wood,429362,4
6079,1960,Wood,473935,3
6080,1974,Wood,499395,4
6081,1934,Brick and Wood,391292,4
6082,1994,Brick,69077,3
6083,1939,Brick,55994,4
6084,1998,Brick,83314,3
6085,1984,Brick and Wood,401166,4
6086,1963,Wood,381708,3
6087,1953,Brick and Wood,335834,4
6088,2003,Brick and Wood,426192,3
6089,1932,Wood,379337,4
6090,2015,Brick,185192,4
6091,1944,Wood,248544,3
6092,2005,Wood,287913,3
6093,1968,Wood,37555,3
6094,1978,Brick and Wood,53716,3
6095,1983,Brick,433227,4
6096,1957,Brick and Wood,285791,3
6097,1955,Wood,188909,3
6098,1995,Wood,497394,4
6099,1956,Brick,110401,3
6100,1967,Brick,196394,3
6101,1961,Wood,64169,4
6102,2003,Brick,299238,3
6103,2015,Wood,291865,4
6104,1983,Wood,330283,3
6105,1940,Wood,196470,4
6106,1965,Wood,206588,4
6107,2012,Brick,403045,4
6108,1938,Brick,359789,3
6109,1999,Brick and Wood,374169,3
6110,1943,Wood,73941,4
6111,1943,Wood,147700,4
6112,1956,Brick and Wood,449358,3
6113,2011,Brick,96770,4
6114,2014,Wood,316428,4
6115,2005,Brick and Wood,86495,4
6116,1931,Brick,160603,3
6117,1951,Brick and Wood,299864,4
6118,2003,Brick,318928,4
6119,1955,Brick,52748,3
6120,2013,Wood,32786,3
6121,2015,Wood,52744,4
6122,2006,Wood,431154,3
6123,2013,Wood,53695,4
6124,1997,Brick and Wood,431943,3
6125,1978,Wood,285318,4
6126,1983,Brick and Wood,139091,4
6127,1948,Brick and Wood,106528,4
6128,1983,Wood,42973,3
6129,1994,Brick,285418,4
6130,2010,Brick,332451,3
6131,2005,Brick,51839,3
6132,1947,Brick and Wood,453419,3
6133,1967,Brick,306283,4
6134,1998,Brick and Wood,128564,3
6135,2015,Brick,261668,4
6136,1931,Brick,124176,4
6137,1946,Brick,326794,4
6138,1990,Brick,335703,3
6139,1961,Wood,312823,4
6140,1934,Brick and Wood,473909,4
6141,2014,Wood,171240,3
6142,1952,Brick and Wood,253902,3
6143,1972,Wood,436963,4
