reportno,vin,repaircost
13702,1234664041,11579
13703,1234596498,11293
13704,1234658321,19756
13705,1234623542,11131
13706,1234637118,15329
13707,1234638213,15199
13708,1234639158,10452
13709,1234603111,19330
13710,1234576333,6890
13711,1234586398,2212
13712,1234669669,13039
13713,1234607248,12258
13714,1234628907,12617
13715,1234632248,12601
13716,1234597161,11203
13717,1234587974,16670
13718,1234581488,9398
13719,1234624330,18282
13720,1234649799,9422
13721,1234626657,14121
13722,1234617219,2036
13723,1234627198,6651
13724,1234619957,6187
13725,1234603054,17303
13726,1234629064,8907
13727,1234662715,7155
13728,1234667468,18526
13729,1234579932,17808
13730,1234632707,8036
13731,1234599849,15759
13732,1234604804,4555
13733,1234611832,18507
13734,1234641044,15659
13735,1234571950,5293
13736,1234658148,9244
13737,1234575829,7938
13738,1234640358,17150
13739,1234668324,11466
13740,1234630758,10157
13741,1234638321,18064
13742,1234664368,8473
13743,1234568886,14551
13744,1234578030,9077
13745,1234606264,18036
13746,1234666927,9535
13747,1234579083,18800
13748,1234663696,12526
13749,1234585155,19244
13750,1234644854,7322
13751,1234649483,19976
13752,1234627396,12886
13753,1234633241,19608
13754,1234603945,14560
13755,1234593962,9851
13756,1234654706,10711
13757,1234602634,8320
13758,1234572700,10994
13759,1234573263,8343
13760,1234597005,18275
13761,1234653355,8165
13762,1234622831,19705
13763,1234603413,19895
13764,1234605248,3408
13765,1234625291,19412
13766,1234660032,8138
13767,1234604507,3826
13768,1234629915,12710
13769,1234572072,8248
13770,1234585810,14125
13771,1234651812,6926
13772,1234584549,14338
13773,1234621574,16484
13774,1234629761,12829
13775,1234571540,16434
13776,1234584411,7627
13777,1234578266,4559
13778,1234604115,2267
13779,1234609147,3288
13780,1234592919,4298
13781,1234588823,11414
13782,1234586136,6985
13783,1234573524,15029
13784,1234568627,6046
13785,1234625226,14014
13786,1234586218,16218
13787,1234575990,12550
13788,1234583137,3803
13789,1234605807,6964
13790,1234637702,11370
13791,1234654424,10745
13792,1234618316,18541
13793,1234582875,4962
13794,1234628340,18511
13795,1234603270,5857
13796,1234579471,13280
13797,1234629667,19809
13798,1234640197,8559
13799,1234620092,9556
13800,1234585391,17642
13801,1234643770,17141
13802,1234603477,11920
13803,1234625300,14033
13804,1234607070,14779
13805,1234666966,16330
13806,1234593573,19654
13807,1234570591,17657
13808,1234627667,6710
13809,1234613073,10328
13810,1234641242,2324
13811,1234606225,18322
13812,1234606424,5451
13813,1234627605,8836
13814,1234604062,9717
13815,1234585056,11339
13816,1234574030,2396
13817,1234619997,16603
13818,1234568879,16328
13819,1234606890,6467
13820,1234628597,3498
13821,1234584974,11078
13822,1234579636,10108
13823,1234607803,6790
13824,1234639459,15188
13825,1234579021,6545
13826,1234594138,15131
13827,1234625070,14312
13828,1234591686,8579
13829,1234633764,12747
13830,1234585825,4426
13831,1234660234,5612
13832,1234606648,8715
13833,1234630444,17626
13834,1234568640,6338
13835,1234636208,9414
13836,1234574167,13365
13837,1234590506,18441
13838,1234572535,6894
13839,1234583760,11976
13840,1234626502,10815
13841,1234606329,8476
13842,1234630754,9391
13843,1234589767,12425
13844,1234656522,5402
13845,1234632911,17432
13846,1234599825,6104
13847,1234617850,3829
13848,1234613185,9708
13849,1234651426,5890
13850,1234636875,6257
13851,1234604057,7478
13852,1234626354,12866
13853,1234655218,9371
13854,1234583362,17147
13855,1234568210,16816
13856,1234639811,7738
13857,1234625489,4791
13858,1234572233,10303
13859,1234629386,13340
13860,1234635057,10807
13861,1234598327,10455
13862,1234637957,12800
13863,1234669032,7142
13864,1234619477,3834
13865,1234657342,12701
13866,1234647781,13655
13867,1234639018,13587
13868,1234637701,13471
13869,1234611745,9832
13870,1234569582,11571
13871,1234581539,15107
13872,1234616933,3675
13873,1234660350,8227
13874,1234624683,19177
13875,1234621486,11917
13876,1234654508,14743
13877,1234660542,4547
13878,1234606407,11781
13879,1234576437,12460
13880,1234586484,7822
13881,1234637449,5698
13882,1234574120,12359
13883,1234656388,15578
13884,1234640883,17886
13885,1234630365,10363
13886,1234594690,18025
13887,1234657366,11230
13888,1234628894,7960
13889,1234637042,11977
13890,1234599739,15943
13891,1234625647,2073
13892,1234627718,3882
13893,1234665861,11014
13894,1234582781,16340
13895,1234638080,8804
13896,1234609479,7410
13897,1234623130,12158
13898,1234570345,3314
13899,1234568103,3735
13900,1234646116,8086
13901,1234591193,14640
13902,1234603545,2460
13903,1234621836,3454
13904,1234605189,5885
13905,1234634619,3588
13906,1234635397,6537
13907,1234631571,14509
13908,1234654072,17505
13909,1234628832,8916
13910,1234569370,11074
13911,1234649738,10650
13912,1234663920,2645
13913,1234576662,5498
13914,1234570971,19841
13915,1234578144,17934
13916,1234640603,6712
13917,1234584147,11977
13918,1234626663,14312
13919,1234597535,18793
13920,1234624214,5614
13921,1234669687,7718
13922,1234587977,8597
13923,1234582116,2657
13924,1234630692,17385
13925,1234644145,9453
13926,1234569946,5783
13927,1234604648,7010
13928,1234625528,14428
13929,1234571519,4830
13930,1234630227,18191
13931,1234641760,3003
13932,1234571859,6814
13933,1234601760,3292
13934,1234575218,18132
13935,1234604899,10476
13936,1234659079,4548
13937,1234613069,9263
13938,1234632283,5776
13939,1234650178,18245
13940,1234573480,19739
13941,1234635480,5091
13942,1234593649,8978
13943,1234588412,13343
13944,1234643995,12946
13945,1234645008,7089
13946,1234657071,12323
13947,1234628370,9782
13948,1234610541,8220
13949,1234638970,18683
13950,1234664322,16258
13951,1234571225,11388
13952,1234588707,10744
13953,1234630741,15724
13954,1234654317,19571
13955,1234575687,12820
13956,1234645188,15169
13957,1234574589,12184
13958,1234603548,16158
13959,1234643089,6301
13960,1234580357,9565
13961,1234625681,4308
13962,1234662470,12338
13963,1234614734,15294
13964,1234664094,8873
13965,1234599003,5250
13966,1234633224,17882
13967,1234604927,6447
13968,1234650589,10723
13969,1234649892,15323
13970,1234654756,4964
13971,1234584642,2644
13972,1234618058,2208
13973,1234649669,4278
13974,1234633069,10761
13975,1234617680,8166
13976,1234581493,7612
13977,1234634183,11516
13978,1234591789,9123
13979,1234579818,19075
13980,1234635943,9982
13981,1234610016,14733
13982,1234616578,15192
13983,1234587629,17257
13984,1234591867,7981
13985,1234646004,8883
13986,1234645828,2983
13987,1234637970,2014
13988,1234568643,6947
13989,1234668895,10216
13990,1234597401,9098
13991,1234600571,8301
13992,1234664569,6895
13993,1234659992,9671
13994,1234658866,12749
13995,1234597799,14319
13996,1234634331,9557
13997,1234569607,10065
13998,1234640325,5292
13999,1234670045,4375
14000,1234595885,7273
14001,1234623111,2623
14002,1234595970,2763
14003,1234615507,4564
14004,1234597805,17781
14005,1234654442,17473
14006,1234648280,14931
14007,1234598450,2092
14008,1234618460,7226
14009,1234654447,7604
14010,1234633773,9177
14011,1234596055,12175
14012,1234608977,3125
14013,1234650887,17869
14014,1234594373,6713
14015,1234605914,10328
14016,1234630809,19087
14017,1234581704,10968
14018,1234632689,3403
14019,1234588483,9449
14020,1234585755,18452
14021,1234636901,11066
14022,1234600861,5331
14023,1234663491,13876
14024,1234656022,17215
14025,1234633792,5313
14026,1234592385,2396
14027,1234607064,5265
14028,1234648154,13193
14029,1234576968,2714
14030,1234665609,12299
14031,1234656712,6707
14032,1234638920,3308
14033,1234621658,17481
14034,1234581714,7795
14035,1234665780,18100
14036,1234585361,18959
14037,1234583416,11867
14038,1234611561,19060
14039,1234590207,10870
14040,1234624438,19023
14041,1234569259,13748
14042,1234669017,15845
14043,1234593935,4445
14044,1234621892,14398
14045,1234629160,2786
14046,1234572857,2323
14047,1234655475,2119
14048,1234651000,14714
14049,1234579764,8605
14050,1234627542,7574
14051,1234670002,6725
14052,1234628976,4824
14053,1234629774,15183
14054,1234660847,18686
14055,1234597835,14071
14056,1234599059,18925
14057,1234640475,18491
14058,1234608852,5452
14059,1234594797,10222
14060,1234624905,4458
14061,1234573145,3295
14062,1234572229,6436
14063,1234627495,13979
14064,1234645696,5604
14065,1234630478,10549
14066,1234601698,8799
14067,1234637450,14596
14068,1234642881,5532
14069,1234602511,17603
14070,1234599675,14223
14071,1234599770,6523
14072,1234589581,2436
14073,1234582053,11981
14074,1234627605,3125
14075,1234610793,18661
14076,1234652628,7665
14077,1234655044,16555
14078,1234568729,5160
14079,1234626973,14228
14080,1234583732,11628
14081,1234618023,9151
14082,1234658602,6243
14083,1234589521,7004
14084,1234626914,9765
14085,1234638060,8279
14086,1234622871,11536
14087,1234632368,6573
14088,1234638705,12153
14089,1234652125,2514
14090,1234596971,4102
14091,1234593010,2005
14092,1234665891,14468
14093,1234571957,3950
14094,1234629594,15774
14095,1234594263,3380
14096,1234646154,12098
14097,1234623984,12138
14098,1234574441,17356
14099,1234662825,9566
14100,1234629853,17749
14101,1234654785,4792
14102,1234641583,5154
14103,1234651634,13333
14104,1234589019,13109
14105,1234608383,13670
14106,1234572416,11209
14107,1234633403,6863
14108,1234639390,17442
14109,1234667403,6257
14110,1234653669,17389
14111,1234598871,3241
14112,1234643938,15124
14113,1234631404,7241
14114,1234667495,12319
14115,1234593865,7220
14116,1234634880,12427
14117,1234612025,16500
14118,1234635105,2762
14119,1234570038,18977
14120,1234577687,4187
14121,1234634925,18258
14122,1234641442,14238
14123,1234586905,7176
14124,1234646993,7726
14125,1234600572,2651
14126,1234600678,16919
14127,1234570019,10011
14128,1234649330,10807
14129,1234593351,6169
14130,1234667795,6709
14131,1234588579,5166
14132,1234609914,16302
14133,1234631361,13222
14134,1234662168,9568
14135,1234603620,11047
14136,1234644668,7211
14137,1234580790,11626
14138,1234665689,5606
14139,1234644430,15105
14140,1234644775,4825
14141,1234656344,17110
14142,1234665357,17014
14143,1234623347,15758
14144,1234623142,18279
14145,1234573057,17515
14146,1234588974,14206
14147,1234632157,4846
14148,1234669600,16361
14149,1234586923,13808
14150,1234646037,10978
14151,1234577750,11063
14152,1234669100,5020
14153,1234621503,14149
14154,1234617679,8504
14155,1234606428,12596
14156,1234628441,18120
14157,1234591897,16273
14158,1234595773,5942
14159,1234581517,18005
14160,1234641769,16818
14161,1234629014,6430
14162,1234601855,9885
14163,1234568360,16455
14164,1234591247,7257
14165,1234611913,5468
14166,1234632716,18394
14167,1234650396,13784
14168,1234591246,11039
14169,1234665589,2347
14170,1234622982,9469
14171,1234654688,16011
14172,1234609409,3995
14173,1234666902,15131
14174,1234622861,7261
14175,1234592451,4105
14176,1234663614,3873
14177,1234594420,3289
14178,1234600337,8803
14179,1234645727,9354
14180,1234596000,5497
14181,1234650563,2836
14182,1234635250,5865
14183,1234664459,9809
14184,1234612573,16428
14185,1234574567,11359
14186,1234669095,18973
14187,1234615657,10266
14188,1234633909,13036
14189,1234592813,17363
14190,1234626354,18622
14191,1234572303,15599
14192,1234578456,17082
14193,1234651060,5030
14194,1234661259,17239
14195,1234600381,9277
14196,1234669490,15136
14197,1234590508,10690
14198,1234618500,8945
14199,1234620315,10217
14200,1234586671,17524
14201,1234609840,11405
14202,1234589547,7453
14203,1234662420,18491
14204,1234569524,2028
14205,1234584466,11615
14206,1234581931,6006
14207,1234603025,19608
14208,1234593922,14467
14209,1234569503,16808
14210,1234623655,11909
14211,1234583545,9780
14212,1234594315,2168
14213,1234651712,3280
14214,1234618874,19930
14215,1234634718,8674
14216,1234598034,14097
14217,1234622599,5377
14218,1234644761,17368
14219,1234669019,6060
14220,1234641008,3231
14221,1234615234,14995
14222,1234610825,14464
14223,1234571487,3117
14224,1234579386,9283
14225,1234666387,16828
14226,1234645689,3588
14227,1234647993,8604
14228,1234668098,18163
14229,1234579405,7821
14230,1234642372,14124
14231,1234628917,12901
14232,1234662033,10759
14233,1234620300,19099
14234,1234592451,18659
14235,1234651904,17529
14236,1234659445,8055
14237,1234598735,5318
14238,1234625045,13054
14239,1234578821,14457
14240,1234622155,16978
14241,1234638693,5528
14242,1234646405,16322
14243,1234600130,7107
14244,1234660028,18583
14245,1234641740,18358
14246,1234669976,8568
14247,1234581775,11332
14248,1234593633,16882
14249,1234579983,4523
14250,1234579974,10609
14251,1234612776,13859
14252,1234576036,9339
14253,1234607600,6995
14254,1234651967,19535
14255,1234666634,4254
14256,1234586937,7905
14257,1234587843,14269
14258,1234585697,18168
14259,1234620970,10228
14260,1234633046,14929
14261,1234648381,4578
14262,1234587953,2063
14263,1234574510,6880
14264,1234578597,11471
14265,1234646110,4433
14266,1234573484,11259
14267,1234624383,12496
14268,1234641782,15100
14269,1234630035,13798
14270,1234628722,6888
14271,1234640949,9270
14272,1234627215,13339
14273,1234598777,8286
14274,1234614269,14302
14275,1234654006,11617
14276,1234572665,10592
14277,1234603223,18407
14278,1234572433,4686
14279,1234578298,14999
14280,1234648516,6296
14281,1234667655,12361
14282,1234607997,5131
14283,1234613491,6687
14284,1234574222,5768
14285,1234575457,9955
14286,1234589357,8180
14287,1234624914,11501
14288,1234589933,7006
14289,1234669038,10492
14290,1234649270,11309
14291,1234652888,18736
14292,1234657857,7904
14293,1234615386,10178
14294,1234623680,4861
14295,1234631617,3787
14296,1234633716,10538
14297,1234641687,18501
14298,1234620601,16261
14299,1234586072,5011
14300,1234660487,10986
14301,1234603052,13733
14302,1234591190,15381
14303,1234629478,17392
14304,1234617868,2293
14305,1234605730,18704
14306,1234619325,17551
14307,1234598686,15361
14308,1234591952,5456
14309,1234573325,11213
14310,1234637631,14074
14311,1234597404,8156
14312,1234656602,2209
14313,1234612229,8931
14314,1234643610,7494
14315,1234579345,4370
14316,1234595380,7110
14317,1234579661,14139
14318,1234590514,3360
14319,1234593428,16946
14320,1234571188,13915
14321,1234669349,8062
14322,1234658213,13733
14323,1234622648,4340
14324,1234642887,17258
14325,1234638525,5416
14326,1234606384,14356
14327,1234651847,16519
14328,1234596569,18420
14329,1234574184,19105
14330,1234577997,9959
14331,1234574596,14851
14332,1234595550,18820
14333,1234641267,14638
14334,1234596986,6074
14335,1234623727,15612
14336,1234608339,9852
14337,1234585469,18959
14338,1234619799,11085
14339,1234568246,16062
14340,1234572462,10771
14341,1234634618,3002
14342,1234577944,11290
14343,1234589986,6616
14344,1234576578,17346
14345,1234614045,18773
14346,1234586751,8470
14347,1234656344,13596
14348,1234629077,3832
14349,1234641592,15990
14350,1234571208,8715
14351,1234619308,10868
14352,1234609036,19918
14353,1234635415,4161
14354,1234571682,7130
14355,1234629923,19245
14356,1234594341,18137
14357,1234662121,8807
14358,1234649855,7955
14359,1234647131,6895
14360,1234641297,19087
14361,1234590151,13179
14362,1234652180,6267
14363,1234664648,13182
14364,1234666458,9145
14365,1234575840,16606
14366,1234659765,12906
14367,1234572719,3404
14368,1234624406,16003
14369,1234611003,10032
14370,1234644181,5760
14371,1234626601,14566
14372,1234579090,15603
14373,1234659522,4309
14374,1234621274,5564
14375,1234653919,17384
14376,1234633384,14895
14377,1234615753,6706
14378,1234663467,15461
14379,1234579903,12362
14380,1234652782,17815
14381,1234617686,9423
14382,1234577044,7676
14383,1234627866,14146
14384,1234626569,16186
14385,1234617194,14896
14386,1234586302,4655
14387,1234641525,16827
14388,1234659900,5043
14389,1234641720,17102
14390,1234597415,3917
14391,1234609312,16143
14392,1234660881,2323
14393,1234652882,8550
14394,1234580564,8039
14395,1234623514,11001
14396,1234662866,3142
14397,1234601540,19680
14398,1234616469,14240
14399,1234576485,11334
14400,1234595018,8906
14401,1234584608,18575
14402,1234589136,18577
14403,1234603875,17326
14404,1234604793,10331
14405,1234627136,10500
14406,1234633160,7041
14407,1234626347,3842
14408,1234625401,6458
14409,1234588155,19784
14410,1234664163,18491
14411,1234596556,5903
14412,1234638258,3522
14413,1234584361,6318
14414,1234584463,19032
14415,1234657403,8023
14416,1234625420,10098
14417,1234576616,10800
14418,1234618612,13361
14419,1234659026,4136
14420,1234644767,7661
14421,1234651773,19474
14422,1234657664,4527
14423,1234622123,12424
14424,1234571148,17746
14425,1234603787,10405
14426,1234650637,10875
14427,1234598710,6218
14428,1234581621,2601
14429,1234574071,12563
14430,1234655902,8369
14431,1234630619,13486
14432,1234572762,4575
14433,1234599379,8344
14434,1234569138,10254
14435,1234569003,18113
14436,1234591911,11702
14437,1234628396,2694
14438,1234590825,8835
14439,1234644661,12336
14440,1234621462,6497
14441,1234570717,16423
14442,1234571112,12281
14443,1234625359,8808
14444,1234583678,11314
14445,1234624980,17140
14446,1234586857,15875
14447,1234642576,16899
14448,1234586884,13246
14449,1234592989,12256
14450,1234573360,15634
14451,1234601809,12723
14452,1234583141,9680
14453,1234662886,15588
14454,1234573976,12627
14455,1234608809,11144
14456,1234670058,19058
14457,1234588747,6602
14458,1234622411,5039
14459,1234625751,13683
14460,1234658545,8799
14461,1234623457,13859
14462,1234577258,8376
14463,1234663992,15555
14464,1234591000,11147
14465,1234584490,12688
14466,1234648864,7565
14467,1234623776,5569
14468,1234580666,11692
14469,1234628318,15631
14470,1234578587,7614
14471,1234576565,17153
14472,1234659392,13046
14473,1234596440,18024
14474,1234645430,18320
14475,1234577598,13578
14476,1234620302,16836
14477,1234598485,6956
14478,1234615472,5589
14479,1234649684,15454
14480,1234572986,7508
14481,1234575488,5151
14482,1234598540,17624
14483,1234570223,8101
14484,1234583664,6497
14485,1234617966,6028
14486,1234606785,18336
14487,1234660694,11835
14488,1234585183,16402
14489,1234634186,2635
14490,1234666312,11928
14491,1234655476,15437
14492,1234568925,6917
14493,1234604150,18530
14494,1234574608,10105
14495,1234604985,8267
14496,1234659443,13090
14497,1234616957,8428
14498,1234650145,10630
14499,1234656338,17791
14500,1234666703,4268
14501,1234648207,18295
14502,1234670055,13249
14503,1234580726,16800
14504,1234592344,5875
14505,1234581059,8183
14506,1234633165,10072
14507,1234617902,19770
14508,1234611108,12351
14509,1234648524,14932
14510,1234668711,15533
14511,1234588909,18406
14512,1234592378,11826
14513,1234583458,15063
14514,1234594674,12131
14515,1234586750,2434
14516,1234643025,4537
14517,1234608828,19477
14518,1234649311,11128
14519,1234668824,19642
14520,1234584895,12104
14521,1234571544,12755
14522,1234623851,12366
14523,1234637190,15988
14524,1234615470,7171
14525,1234642851,10273
14526,1234580179,17431
14527,1234577928,14182
14528,1234577771,11263
14529,1234622770,3863
14530,1234614703,5809
14531,1234599323,18123
14532,1234634167,4741
14533,1234589719,11369
14534,1234635325,19534
14535,1234612840,17367
14536,1234626250,2848
14537,1234585816,2786
14538,1234627873,2906
14539,1234622917,4944
14540,1234618913,6398
14541,1234581790,9227
14542,1234631858,12401
14543,1234637095,3037
14544,1234617930,15694
14545,1234619331,3636
14546,1234596396,14171
14547,1234659238,3464
14548,1234618674,11257
14549,1234608308,12259
14550,1234629941,13439
14551,1234599066,16474
14552,1234605901,14980
14553,1234623611,10886
14554,1234620196,3756
14555,1234668729,5932
14556,1234601836,13070
14557,1234667781,17071
14558,1234649195,16930
14559,1234600437,15750
14560,1234589323,14626
14561,1234584094,4685
14562,1234625501,2837
14563,1234631038,7034
14564,1234575391,18983
14565,1234648733,9319
14566,1234607297,5041
14567,1234579427,7161
14568,1234572250,17770
14569,1234629559,17790
14570,1234619895,5202
14571,1234649970,7353
14572,1234648646,19825
14573,1234655453,18102
14574,1234661851,11766
14575,1234627426,10913
14576,1234609735,13554
14577,1234580387,9576
14578,1234601136,10040
14579,1234632676,19491
14580,1234670069,8681
14581,1234656819,14617
14582,1234582535,18032
14583,1234642986,11103
14584,1234597865,9891
14585,1234667103,7462
14586,1234578519,11889
14587,1234605330,7158
14588,1234596336,12472
14589,1234634274,11960
14590,1234584634,3134
14591,1234629356,2077
14592,1234634284,17816
14593,1234664954,19994
14594,1234661243,9783
14595,1234603298,8459
14596,1234617845,17603
14597,1234581792,14281
14598,1234665871,6955
14599,1234640560,12553
14600,1234606931,8108
14601,1234660501,6336
14602,1234590170,16788
14603,1234606596,13518
14604,1234627488,5994
14605,1234590761,7008
14606,1234632358,3871
14607,1234603097,11576
14608,1234658119,2358
14609,1234654268,6194
14610,1234635842,15262
14611,1234597935,12216
14612,1234591269,11972
14613,1234628339,17137
14614,1234663081,10311
14615,1234568479,5608
14616,1234661418,12085
14617,1234665342,12209
14618,1234635535,19799
14619,1234573830,4918
14620,1234613008,13340
14621,1234645973,8264
14622,1234593624,12388
14623,1234640080,13056
14624,1234586926,17767
14625,1234572570,3213
14626,1234593974,12207
14627,1234571440,12791
14628,1234616337,10668
14629,1234623023,4778
14630,1234657478,4403
14631,1234645369,13813
14632,1234588754,17026
14633,1234659775,16682
14634,1234594059,19670
14635,1234584746,13875
14636,1234654580,12970
14637,1234659534,5811
14638,1234648388,7771
14639,1234660616,14491
14640,1234603937,2469
14641,1234606157,4638
14642,1234618031,12058
14643,1234667603,8693
14644,1234587901,5802
14645,1234613459,16683
14646,1234635071,6030
14647,1234650309,8934
14648,1234570859,9419
14649,1234607845,8820
14650,1234570897,16765
14651,1234589838,4312
14652,1234595371,14313
14653,1234610506,8651
14654,1234592496,3726
14655,1234634549,16402
14656,1234636139,5244
14657,1234602112,6592
14658,1234574164,4950
14659,1234612359,6517
14660,1234619686,5239
14661,1234631134,11428
14662,1234649887,18575
14663,1234668682,14233
14664,1234587668,7713
14665,1234599139,15502
14666,1234610059,6589
14667,1234617938,10706
14668,1234569940,7846
14669,1234591411,5091
14670,1234571274,9517
14671,1234596561,15925
14672,1234575101,13300
14673,1234656966,16368
14674,1234616686,13786
14675,1234661160,8229
14676,1234578377,17059
14677,1234584356,2052
14678,1234648423,5758
14679,1234614542,3320
14680,1234618416,14502
14681,1234605829,8085
14682,1234620098,13086
14683,1234618896,6267
14684,1234583837,18411
14685,1234633765,4877
14686,1234609380,9154
14687,1234661708,13117
14688,1234628835,4931
14689,1234589835,14537
14690,1234667398,2752
14691,1234648117,10872
14692,1234596742,16002
14693,1234581383,9791
14694,1234569955,15721
14695,1234665419,12890
14696,1234568973,14074
14697,1234614367,2860
14698,1234644129,13245
14699,1234595918,6634
14700,1234640631,2416
14701,1234612480,10967
14702,1234655307,18922
14703,1234632846,3429
14704,1234640692,2066
14705,1234601766,5547
14706,1234626820,7673
14707,1234619598,6430
14708,1234611264,14671
14709,1234653700,9410
14710,1234646409,19096
14711,1234624516,5829
14712,1234659429,5056
14713,1234669730,11256
14714,1234597527,8456
14715,1234647276,14776
14716,1234627358,12036
14717,1234648852,4755
14718,1234586834,19184
14719,1234661181,17359
14720,1234639669,10017
14721,1234624004,17328
14722,1234645559,18608
14723,1234618007,8369
14724,1234624010,18167
14725,1234655339,11658
14726,1234574160,16566
14727,1234573676,14992
14728,1234616692,17420
14729,1234582614,11432
14730,1234666290,14956
14731,1234663407,12641
14732,1234585287,18278
14733,1234638431,19521
14734,1234665609,6152
14735,1234604005,18522
14736,1234617330,3494
14737,1234619315,12873
14738,1234647292,6893
14739,1234635931,9177
14740,1234592527,11291
14741,1234669184,8515
14742,1234585540,16800
14743,1234626201,6286
14744,1234601531,5862
14745,1234588089,18266
14746,1234669443,10636
14747,1234622079,5232
14748,1234624554,12552
14749,1234580172,10668
14750,1234646436,5616
14751,1234636297,5306
14752,1234659564,12806
14753,1234628409,15643
14754,1234656355,10228
14755,1234627526,7180
14756,1234639283,3755
14757,1234669275,13415
14758,1234660300,7320
14759,1234656640,5571
14760,1234632182,7017
14761,1234607203,12135
14762,1234613370,7562
14763,1234600290,3316
14764,1234620619,19967
14765,1234623299,15732
14766,1234578624,13908
14767,1234598784,4092
14768,1234579043,10931
14769,1234587221,7458
14770,1234668415,18900
14771,1234626786,12888
14772,1234628818,3326
14773,1234622105,9473
14774,1234574345,13202
14775,1234666637,2620
14776,1234631008,16510
14777,1234646323,15035
14778,1234589634,7382
14779,1234637190,7893
14780,1234648472,7649
14781,1234659658,8477
14782,1234600297,9367
14783,1234589312,13295
14784,1234574190,7465
14785,1234587131,17259
14786,1234583762,13524
14787,1234584868,5792
14788,1234601657,16356
14789,1234594171,13877
14790,1234587425,4473
14791,1234587471,18298
14792,1234587112,7402
14793,1234602629,13464
14794,1234600735,10832
14795,1234647470,14603
14796,1234648660,12889
14797,1234664791,12675
14798,1234636086,5808
14799,1234575436,9603
14800,1234618092,14968
14801,1234643766,14180
14802,1234576640,16765
14803,1234653311,16964
14804,1234602508,2075
14805,1234607407,5397
14806,1234618621,3590
14807,1234590144,4174
14808,1234605789,16097
14809,1234648887,17755
14810,1234644531,5898
14811,1234647604,18684
14812,1234647928,13713
14813,1234646526,18127
14814,1234634650,8502
14815,1234575825,17773
14816,1234621080,9581
14817,1234611682,14214
14818,1234622592,18550
14819,1234593781,5625
14820,1234619138,3757
14821,1234579292,14853
14822,1234577193,18885
14823,1234663404,8314
14824,1234608239,6795
14825,1234580662,7532
14826,1234623693,16024
14827,1234589089,9586
14828,1234646115,9298
14829,1234623630,5332
14830,1234634101,16121
14831,1234659684,4743
14832,1234603030,14582
14833,1234654922,9989
14834,1234634403,2180
14835,1234664183,7487
14836,1234637421,7302
14837,1234623588,3921
14838,1234624936,13410
14839,1234577281,17231
14840,1234609071,17553
14841,1234612294,9506
14842,1234602354,4372
14843,1234623555,11202
14844,1234617803,18126
14845,1234667952,5574
14846,1234637325,17143
14847,1234611247,10657
14848,1234640848,5482
14849,1234589951,12921
14850,1234574143,12233
14851,1234661827,15133
14852,1234607742,15436
14853,1234668543,13941
14854,1234622995,14515
14855,1234658052,4813
14856,1234650625,11523
14857,1234620521,11344
14858,1234601399,8800
14859,1234616885,5431
14860,1234639013,3331
14861,1234608590,13633
14862,1234624454,2924
14863,1234603084,5961
14864,1234649095,17976
14865,1234632125,15562
14866,1234646975,2754
14867,1234607643,15504
14868,1234583290,18004
14869,1234614388,2970
14870,1234612705,15548
14871,1234604405,19455
14872,1234587012,12700
14873,1234614294,13437
14874,1234600938,11879
14875,1234572605,8675
14876,1234597778,5277
14877,1234641344,9851
14878,1234642654,4605
14879,1234633691,10716
14880,1234622160,7869
14881,1234595003,18871
14882,1234634874,5567
14883,1234620014,14269
14884,1234620145,13894
14885,1234581528,17069
14886,1234592002,6228
14887,1234596328,9479
14888,1234632421,2465
14889,1234642849,15392
14890,1234593321,12323
14891,1234579745,13689
14892,1234631247,11127
14893,1234587674,19787
14894,1234589124,9148
14895,1234621172,8551
14896,1234649337,3446
14897,1234656230,6801
14898,1234590506,15988
14899,1234622135,16561
14900,1234647930,18490
14901,1234648112,10393
14902,1234646571,10047
14903,1234638612,13047
14904,1234653142,13431
14905,1234576187,5554
14906,1234570935,12431
14907,1234618633,9111
14908,1234580417,19685
14909,1234605944,6141
14910,1234578707,9643
14911,1234632590,2435
14912,1234588529,18653
14913,1234574422,4799
14914,1234608652,6366
14915,1234619506,17360
14916,1234615894,10504
14917,1234645724,12528
14918,1234650516,8068
14919,1234596359,3514
14920,1234605960,10050
14921,1234571993,4994
14922,1234602396,15609
14923,1234659941,17406
14924,1234583303,6363
14925,1234655196,6111
14926,1234664026,19239
14927,1234588527,12543
14928,1234632456,4819
14929,1234580400,2087
14930,1234668957,4108
14931,1234609125,13590
14932,1234575318,5408
14933,1234588987,11705
14934,1234624481,2948
14935,1234582241,16870
14936,1234569642,15005
14937,1234616830,12897
14938,1234644708,3327
14939,1234668464,19713
14940,1234595173,5071
14941,1234589440,8486
14942,1234626159,6040
14943,1234609444,8482
14944,1234620841,11983
14945,1234638958,8805
14946,1234628339,10014
14947,1234609622,10577
14948,1234576919,3099
14949,1234598484,5393
14950,1234643992,8338
14951,1234634949,12506
14952,1234642027,17765
14953,1234570181,12284
14954,1234665833,4813
14955,1234569702,3395
14956,1234625063,12967
14957,1234626105,18844
14958,1234569920,15015
14959,1234627862,10417
14960,1234656224,17354
14961,1234615624,4006
14962,1234568472,19676
14963,1234627374,10676
14964,1234587107,14251
14965,1234611468,15229
14966,1234622151,10507
14967,1234641903,10939
14968,1234658787,15926
14969,1234646668,9959
14970,1234605064,6646
14971,1234616039,12627
14972,1234626838,16310
