cid,reportno,isguilty
59856,12657,0
44358,12658,0
735,12659,1
10942,12660,1
46310,12661,0
10669,12662,1
11744,12663,1
35759,12664,0
43458,12665,1
85553,12666,0
38326,12667,1
77854,12668,0
41483,12669,1
84821,12670,0
31551,12671,1
23536,12672,1
34728,12673,0
16539,12674,0
63209,12675,1
77785,12676,1
56703,12677,1
8782,12678,0
87945,12679,0
62601,12680,0
15044,12681,1
37738,12682,0
23709,12683,1
94142,12684,0
98478,12685,0
35124,12686,0
23697,12687,0
41986,12688,0
12007,12689,0
87041,12690,0
8226,12691,1
94491,12692,0
4658,12693,0
25568,12694,1
19768,12695,1
7979,12696,0
1506,12697,0
32938,12698,1
64415,12699,0
82448,12700,0
46601,12701,0
74283,12702,0
4045,12703,0
83391,12704,1
94263,12705,1
37252,12706,0
56820,12707,1
88241,12708,1
43291,12709,0
21042,12710,1
23023,12711,1
62861,12712,1
46486,12713,0
23771,12714,1
36034,12715,0
49757,12716,1
44473,12717,1
74941,12718,1
67220,12719,0
65147,12720,0
18407,12721,0
30689,12722,0
90416,12723,0
17562,12724,0
58569,12725,0
46972,12726,0
77056,12727,0
24221,12728,0
38927,12729,0
37747,12730,1
19883,12731,0
96085,12732,0
9001,12733,0
41304,12734,0
6715,12735,1
57915,12736,0
85654,12737,0
90306,12738,0
10434,12739,0
58146,12740,0
31804,12741,1
34974,12742,1
40192,12743,1
86984,12744,0
18462,12745,0
42666,12746,0
71995,12747,1
97869,12748,1
35055,12749,1
69432,12750,0
69578,12751,1
37367,12752,0
21478,12753,0
3692,12754,0
38222,12755,0
77404,12756,0
60914,12757,1
48232,12758,0
77988,12759,1
46087,12760,0
82728,12761,0
10192,12762,0
91935,12763,0
10841,12764,0
74678,12765,1
57546,12766,1
755,12767,0
78527,12768,0
14442,12769,0
49871,12770,1
52617,12771,1
74701,12772,0
32300,12773,0
63029,12774,0
148,12775,1
13590,12776,1
55086,12777,1
42097,12778,1
5760,12779,0
28484,12780,1
94157,12781,0
1588,12782,1
75601,12783,1
11061,12784,0
4521,12785,1
33704,12786,1
96561,12787,1
60173,12788,1
2221,12789,1
87667,12790,0
27904,12791,1
45933,12792,1
73542,12793,1
3350,12794,1
34622,12795,1
26349,12796,1
79350,12797,1
70920,12798,0
64691,12799,0
54665,12800,1
91660,12801,1
57683,12802,1
17922,12803,0
62976,12804,1
96074,12805,0
42641,12806,1
22030,12807,1
79667,12808,0
46343,12809,0
30072,12810,1
1264,12811,0
2137,12812,1
99974,12813,1
53474,12814,1
59409,12815,0
51899,12816,0
54562,12817,1
59921,12818,1
32172,12819,1
3382,12820,1
28033,12821,1
22569,12822,0
1181,12823,0
39810,12824,0
75209,12825,1
27971,12826,0
78905,12827,0
59636,12828,1
29059,12829,0
7410,12830,1
84639,12831,0
57036,12832,0
34885,12833,1
58581,12834,0
71615,12835,0
33290,12836,0
56426,12837,1
53754,12838,1
46138,12839,1
63483,12840,0
82914,12841,1
19194,12842,0
5755,12843,0
92910,12844,1
26850,12845,0
18596,12846,0
57963,12847,1
8482,12848,0
41719,12849,1
27361,12850,0
17630,12851,1
55901,12852,1
81967,12853,0
12392,12854,1
99197,12855,0
62222,12856,0
10606,12857,1
52830,12858,0
60434,12859,1
39979,12860,0
98440,12861,0
27327,12862,1
99117,12863,1
58829,12864,0
26833,12865,1
30580,12866,1
63443,12867,0
44971,12868,1
42494,12869,0
67396,12870,1
96790,12871,1
43069,12872,0
14514,12873,0
82005,12874,0
88904,12875,0
47971,12876,0
26818,12877,0
16165,12878,0
60284,12879,0
23657,12880,0
20778,12881,0
10899,12882,1
46487,12883,0
2028,12884,0
29306,12885,0
14426,12886,1
53835,12887,1
46888,12888,1
47001,12889,0
42123,12890,1
40479,12891,0
75033,12892,0
99471,12893,1
45333,12894,1
65917,12895,0
72646,12896,1
28775,12897,0
12999,12898,0
93995,12899,1
16437,12900,0
4132,12901,1
20513,12902,0
99508,12903,0
45157,12904,1
2180,12905,1
17651,12906,1
11820,12907,0
38111,12908,1
16947,12909,0
99157,12910,1
78884,12911,0
36699,12912,1
85170,12913,1
5581,12914,1
47494,12915,1
85995,12916,0
17360,12917,1
78923,12918,1
17162,12919,0
20668,12920,0
92444,12921,0
71675,12922,0
9008,12923,1
99278,12924,1
51344,12925,1
78969,12926,0
19312,12927,0
6826,12928,0
83275,12929,1
61738,12930,1
27838,12931,0
98418,12932,0
32626,12933,1
17043,12934,0
90308,12935,1
64529,12936,1
279,12937,0
23627,12938,1
5092,12939,0
7857,12940,0
65082,12941,0
71390,12942,0
72038,12943,0
99629,12944,0
96156,12945,1
57854,12946,1
12713,12947,0
4170,12948,1
4496,12949,1
20470,12950,1
89173,12951,1
5677,12952,0
3974,12953,0
96040,12954,0
30624,12955,0
27950,12956,1
30255,12957,1
64100,12958,0
5616,12959,0
40673,12960,0
43213,12961,0
62018,12962,0
58557,12963,0
777,12964,1
6512,12965,1
99698,12966,1
35812,12967,0
78518,12968,0
54598,12969,0
7321,12970,0
56283,12971,1
43680,12972,0
27680,12973,0
78126,12974,1
86620,12975,1
32728,12976,0
15031,12977,0
96257,12978,1
12214,12979,0
97669,12980,0
2654,12981,1
97953,12982,1
33747,12983,0
54335,12984,1
88793,12985,0
22192,12986,1
6032,12987,1
51273,12988,0
70496,12989,1
21743,12990,1
71563,12991,1
83999,12992,0
99846,12993,0
24403,12994,1
22806,12995,1
54734,12996,1
68651,12997,0
67412,12998,0
74148,12999,0
32039,13000,0
82518,13001,0
4855,13002,1
36012,13003,0
18103,13004,1
51304,13005,1
15742,13006,1
30281,13007,1
92275,13008,1
78268,13009,0
63698,13010,1
33778,13011,0
38631,13012,0
61863,13013,1
55627,13014,0
29163,13015,1
57371,13016,1
9996,13017,0
14799,13018,0
54014,13019,0
48904,13020,1
6260,13021,0
77663,13022,0
27365,13023,1
96921,13024,0
58530,13025,0
90387,13026,0
27477,13027,1
21389,13028,0
69369,13029,0
64219,13030,0
75031,13031,0
2052,13032,0
74899,13033,0
26052,13034,1
97709,13035,0
88238,13036,0
48869,13037,1
64802,13038,1
77001,13039,0
95496,13040,1
12378,13041,1
89686,13042,0
74829,13043,1
42226,13044,0
10469,13045,0
95306,13046,0
76521,13047,1
18631,13048,1
91613,13049,0
50568,13050,0
56211,13051,1
34007,13052,1
30627,13053,0
64668,13054,0
5272,13055,0
18254,13056,0
55741,13057,0
60842,13058,0
19756,13059,0
68233,13060,0
97277,13061,1
51341,13062,0
29126,13063,1
33737,13064,1
14386,13065,0
18983,13066,0
96292,13067,1
45300,13068,1
6145,13069,1
35887,13070,0
45179,13071,1
6585,13072,0
43099,13073,1
35562,13074,0
27607,13075,1
40575,13076,1
74941,13077,0
83052,13078,1
2657,13079,1
66565,13080,0
91749,13081,1
92824,13082,0
7660,13083,0
14010,13084,0
1268,13085,1
67893,13086,1
30889,13087,1
30625,13088,0
90985,13089,1
76336,13090,0
95710,13091,1
4314,13092,0
62455,13093,0
36297,13094,0
51529,13095,1
28894,13096,1
92862,13097,0
37968,13098,1
82160,13099,0
13422,13100,0
58766,13101,0
58541,13102,0
1939,13103,0
17006,13104,1
1168,13105,1
2122,13106,1
79473,13107,1
19290,13108,0
59269,13109,1
43171,13110,1
16912,13111,0
27339,13112,0
48040,13113,0
79739,13114,0
31689,13115,1
6357,13116,1
71765,13117,1
84277,13118,1
44829,13119,1
30681,13120,0
54889,13121,1
64605,13122,0
71425,13123,1
51694,13124,0
44908,13125,1
19357,13126,1
28248,13127,1
11755,13128,1
88696,13129,1
60124,13130,0
85319,13131,0
52720,13132,1
91819,13133,1
4121,13134,0
27303,13135,1
4629,13136,1
89113,13137,1
53119,13138,0
30894,13139,0
16320,13140,0
8898,13141,0
51080,13142,1
34522,13143,1
71785,13144,1
50405,13145,1
52516,13146,0
54425,13147,1
49559,13148,1
10134,13149,0
58478,13150,1
97508,13151,1
63735,13152,0
49888,13153,0
21074,13154,0
84988,13155,0
48202,13156,0
11448,13157,1
88209,13158,1
48238,13159,0
46640,13160,0
55246,13161,1
92919,13162,1
85999,13163,0
7041,13164,1
93343,13165,0
71411,13166,0
35264,13167,1
50769,13168,1
14489,13169,0
84969,13170,1
52380,13171,0
7773,13172,0
64947,13173,1
75672,13174,1
87207,13175,0
16895,13176,1
49257,13177,1
26103,13178,1
75958,13179,0
63045,13180,0
49953,13181,0
97108,13182,1
79189,13183,0
10199,13184,1
26191,13185,0
44107,13186,1
65896,13187,1
50383,13188,0
82112,13189,1
69778,13190,1
5814,13191,1
81424,13192,1
29790,13193,0
19231,13194,1
48669,13195,0
53618,13196,0
74243,13197,0
78878,13198,1
95813,13199,1
60910,13200,1
10182,13201,0
99504,13202,1
93261,13203,1
45782,13204,0
4408,13205,0
70777,13206,0
18474,13207,0
54689,13208,0
77077,13209,0
2000,13210,0
40503,13211,1
37415,13212,1
66755,13213,1
87923,13214,1
25242,13215,1
28309,13216,1
49673,13217,1
54814,13218,1
8989,13219,1
67117,13220,1
68303,13221,0
77163,13222,1
81510,13223,0
2126,13224,0
19162,13225,0
47564,13226,0
6900,13227,0
35899,13228,0
38598,13229,1
2211,13230,0
98511,13231,0
94917,13232,0
15111,13233,1
18272,13234,1
21354,13235,1
3330,13236,0
87599,13237,0
34784,13238,0
21618,13239,0
56212,13240,1
26228,13241,0
9230,13242,0
7098,13243,1
14808,13244,0
3017,13245,1
15830,13246,1
65400,13247,0
666,13248,1
61182,13249,0
34372,13250,0
20926,13251,0
22745,13252,1
17413,13253,1
78087,13254,1
25154,13255,0
46625,13256,0
99433,13257,1
66267,13258,1
49457,13259,1
26665,13260,0
37580,13261,1
46834,13262,0
78234,13263,0
92441,13264,1
64725,13265,0
60527,13266,0
7202,13267,0
41389,13268,1
71251,13269,1
18531,13270,0
8380,13271,1
19781,13272,1
98928,13273,1
56660,13274,0
62602,13275,1
76773,13276,1
99322,13277,1
37290,13278,0
67034,13279,0
23034,13280,0
95257,13281,0
10440,13282,1
51676,13283,1
24866,13284,1
24505,13285,1
29201,13286,1
31617,13287,0
18136,13288,1
14447,13289,0
24820,13290,0
60372,13291,0
1906,13292,0
64421,13293,0
44174,13294,0
93345,13295,0
8978,13296,0
272,13297,0
55550,13298,0
20083,13299,1
98322,13300,0
38098,13301,1
86765,13302,1
52488,13303,1
23698,13304,1
58242,13305,1
31539,13306,1
66984,13307,1
45184,13308,1
51243,13309,1
38845,13310,0
29248,13311,0
72540,13312,1
56027,13313,0
50916,13314,0
51698,13315,0
8455,13316,0
90535,13317,1
62753,13318,0
66215,13319,0
91506,13320,0
85,13321,1
75469,13322,0
48448,13323,1
22618,13324,0
62048,13325,0
28513,13326,1
22494,13327,1
80406,13328,0
4619,13329,1
43204,13330,0
64635,13331,0
91480,13332,0
66256,13333,0
19626,13334,0
72823,13335,0
7184,13336,0
28700,13337,1
12323,13338,1
5817,13339,1
46830,13340,1
30807,13341,1
74282,13342,0
30705,13343,0
72401,13344,1
8226,13345,1
33281,13346,1
7715,13347,0
31552,13348,0
56683,13349,0
41999,13350,1
15819,13351,1
16466,13352,1
95079,13353,0
54645,13354,1
57721,13355,0
100424,13356,0
6224,13357,1
99186,13358,1
2507,13359,0
15604,13360,1
37044,13361,0
34934,13362,1
30254,13363,1
81322,13364,1
30193,13365,1
90951,13366,0
9123,13367,1
97362,13368,1
69653,13369,0
52798,13370,0
27872,13371,0
79953,13372,1
51135,13373,1
68386,13374,1
34913,13375,0
6366,13376,0
34796,13377,1
77251,13378,1
62338,13379,0
54910,13380,1
68581,13381,1
170,13382,1
15448,13383,1
76013,13384,1
48803,13385,0
62982,13386,1
99227,13387,0
59770,13388,0
13710,13389,1
6950,13390,0
22177,13391,1
63857,13392,0
70813,13393,0
32436,13394,1
80364,13395,1
71240,13396,0
14716,13397,0
99205,13398,1
53844,13399,0
31182,13400,0
25204,13401,1
34486,13402,1
89701,13403,0
54390,13404,0
94929,13405,1
68609,13406,0
38811,13407,0
100140,13408,0
25690,13409,0
76085,13410,0
829,13411,1
81306,13412,0
76073,13413,0
92983,13414,0
63044,13415,1
89933,13416,0
5060,13417,1
83843,13418,0
8329,13419,1
75629,13420,0
76849,13421,0
61894,13422,0
8797,13423,1
86607,13424,1
62541,13425,0
84336,13426,1
72318,13427,0
45469,13428,0
42240,13429,1
1194,13430,0
91581,13431,1
12448,13432,1
94787,13433,0
99719,13434,0
7054,13435,0
46220,13436,1
100167,13437,0
52337,13438,1
60189,13439,1
18051,13440,1
15898,13441,0
47226,13442,0
2327,13443,0
28133,13444,0
24979,13445,1
4931,13446,0
64442,13447,0
59964,13448,0
8984,13449,1
13969,13450,0
251,13451,0
64150,13452,1
81557,13453,0
91290,13454,1
54989,13455,1
38298,13456,1
34196,13457,1
51382,13458,1
77986,13459,0
63703,13460,1
29890,13461,1
21825,13462,0
80853,13463,0
68211,13464,0
70938,13465,1
66674,13466,1
94786,13467,1
5559,13468,1
75876,13469,1
14266,13470,1
26218,13471,1
100486,13472,0
70129,13473,0
2818,13474,0
14933,13475,1
27330,13476,1
91312,13477,1
34009,13478,1
3662,13479,1
95147,13480,0
66759,13481,1
40568,13482,0
47329,13483,0
14654,13484,1
18963,13485,0
88483,13486,0
46920,13487,1
76652,13488,0
98025,13489,1
47661,13490,0
25367,13491,0
38238,13492,1
72905,13493,0
74642,13494,1
77977,13495,1
69711,13496,1
88827,13497,0
34018,13498,1
12425,13499,1
91703,13500,1
60827,13501,0
99212,13502,1
16206,13503,1
99925,13504,1
35766,13505,0
46090,13506,1
86471,13507,1
25052,13508,1
65020,13509,0
93774,13510,1
78395,13511,1
69019,13512,1
13332,13513,1
26102,13514,1
23192,13515,1
63675,13516,1
20010,13517,0
72608,13518,1
31186,13519,1
68878,13520,0
77181,13521,1
43298,13522,0
85786,13523,1
86527,13524,1
33960,13525,0
53597,13526,1
77620,13527,0
28285,13528,1
29615,13529,0
88219,13530,1
63447,13531,0
27023,13532,1
75792,13533,0
50122,13534,0
2794,13535,0
91805,13536,0
52824,13537,0
48306,13538,0
72561,13539,0
64763,13540,1
82743,13541,1
41744,13542,1
41979,13543,0
25915,13544,0
16468,13545,1
2402,13546,1
89897,13547,0
63302,13548,1
94392,13549,0
74082,13550,0
51943,13551,0
35634,13552,0
91546,13553,0
18842,13554,1
31825,13555,0
27892,13556,1
85508,13557,1
66725,13558,0
48888,13559,0
92212,13560,0
98071,13561,1
55022,13562,0
7034,13563,0
84978,13564,1
46513,13565,0
90536,13566,0
91855,13567,1
7112,13568,1
61824,13569,1
75651,13570,0
17602,13571,1
86721,13572,1
80009,13573,0
19627,13574,1
46602,13575,1
66636,13576,0
2324,13577,1
87891,13578,1
22312,13579,0
35524,13580,1
10067,13581,0
37100,13582,1
15837,13583,0
9613,13584,0
13821,13585,0
60171,13586,1
56264,13587,0
68196,13588,0
45758,13589,0
60352,13590,1
93545,13591,1
7650,13592,1
4330,13593,0
78766,13594,0
79451,13595,0
94951,13596,1
59707,13597,0
50164,13598,0
24640,13599,0
48629,13600,0
92476,13601,0
5428,13602,1
15045,13603,0
1269,13604,0
46925,13605,0
80993,13606,0
7538,13607,1
78873,13608,1
44628,13609,1
66389,13610,0
11748,13611,1
64275,13612,1
46335,13613,1
30403,13614,0
11223,13615,1
16623,13616,0
51174,13617,0
56722,13618,1
41928,13619,0
32633,13620,1
33141,13621,0
96501,13622,0
94866,13623,1
71501,13624,1
63549,13625,1
28622,13626,0
71722,13627,0
40730,13628,0
65166,13629,1
72872,13630,0
38379,13631,1
97962,13632,1
67267,13633,0
86301,13634,0
30920,13635,1
52605,13636,1
9475,13637,1
33060,13638,0
54234,13639,0
85273,13640,0
55735,13641,1
74965,13642,0
1433,13643,1
22334,13644,0
70751,13645,1
12928,13646,0
16171,13647,0
17488,13648,1
69174,13649,0
97852,13650,1
68573,13651,1
16864,13652,0
26139,13653,0
93176,13654,0
75410,13655,0
53942,13656,0
29907,13657,1
79403,13658,0
74200,13659,1
41849,13660,1
3450,13661,0
39427,13662,1
41632,13663,0
43152,13664,0
73627,13665,0
91300,13666,1
80092,13667,0
68972,13668,0
10327,13669,1
2980,13670,0
98889,13671,1
27475,13672,0
65826,13673,0
47325,13674,1
82405,13675,1
79778,13676,1
46585,13677,1
16036,13678,1
51094,13679,0
55154,13680,1
65678,13681,1
59148,13682,0
68484,13683,0
44168,13684,0
2395,13685,1
48022,13686,0
65813,13687,1
36576,13688,0
49996,13689,0
50375,13690,0
548,13691,0
21192,13692,0
13448,13693,0
28803,13694,0
1502,13695,0
7753,13696,1
1650,13697,1
77885,13698,0
8472,13699,1
1880,13700,0
58332,13701,1
93595,13702,1
71430,13703,1
17919,13704,0
26815,13705,1
42142,13706,1
59509,13707,0
19923,13708,1
69352,13709,1
71151,13710,0
4336,13711,0
84247,13712,0
40232,13713,0
24587,13714,0
97679,13715,1
38946,13716,0
42403,13717,0
35654,13718,1
43850,13719,0
6768,13720,1
20211,13721,0
15641,13722,0
71784,13723,0
8421,13724,1
18439,13725,0
76196,13726,0
3444,13727,1
47273,13728,0
73938,13729,0
10051,13730,0
11583,13731,0
55485,13732,0
29168,13733,1
78316,13734,1
86403,13735,1
50177,13736,0
28926,13737,1
44640,13738,1
84013,13739,0
90917,13740,0
22422,13741,1
56147,13742,1
40997,13743,0
29474,13744,0
27249,13745,1
63547,13746,1
32674,13747,1
70914,13748,1
5862,13749,0
20863,13750,0
5880,13751,1
64010,13752,1
48180,13753,1
45743,13754,1
67255,13755,0
81779,13756,0
40751,13757,1
78920,13758,0
81977,13759,1
22331,13760,1
70715,13761,0
50303,13762,0
11410,13763,0
7142,13764,0
44824,13765,0
41700,13766,1
55512,13767,1
53560,13768,0
56621,13769,0
88763,13770,1
87061,13771,1
41458,13772,1
9197,13773,0
92085,13774,1
77250,13775,0
95351,13776,0
38482,13777,1
39988,13778,0
44812,13779,0
2119,13780,1
92942,13781,0
95510,13782,1
31774,13783,1
79677,13784,0
10368,13785,1
41988,13786,0
20426,13787,1
59026,13788,1
15746,13789,0
35193,13790,1
66300,13791,1
6709,13792,0
89859,13793,0
31733,13794,1
72016,13795,1
35509,13796,1
91644,13797,0
100359,13798,0
74648,13799,0
79444,13800,0
7293,13801,1
37232,13802,0
19651,13803,0
67529,13804,0
24153,13805,1
8160,13806,1
35198,13807,0
35595,13808,1
20039,13809,1
43871,13810,1
5707,13811,1
1834,13812,1
15696,13813,1
75431,13814,1
12419,13815,0
91826,13816,0
42090,13817,1
54981,13818,0
83127,13819,1
99358,13820,0
80614,13821,0
32601,13822,0
24894,13823,0
57697,13824,1
30848,13825,1
32468,13826,1
17162,13827,1
98787,13828,0
10865,13829,1
51562,13830,1
36119,13831,1
36946,13832,1
14184,13833,0
49723,13834,1
16950,13835,1
22039,13836,0
66902,13837,0
44493,13838,0
71716,13839,0
2720,13840,1
19855,13841,1
22348,13842,1
41776,13843,1
71674,13844,0
49832,13845,0
14484,13846,1
3178,13847,0
21707,13848,0
295,13849,1
37507,13850,0
22824,13851,1
73063,13852,0
84325,13853,1
36176,13854,0
4738,13855,1
71806,13856,0
56976,13857,1
94214,13858,0
19275,13859,1
19670,13860,1
46236,13861,1
56554,13862,1
27421,13863,0
53333,13864,0
47182,13865,1
92782,13866,1
88759,13867,0
56378,13868,1
44887,13869,0
68710,13870,0
76851,13871,1
1717,13872,1
91568,13873,1
7206,13874,0
98860,13875,0
56979,13876,1
95700,13877,0
93493,13878,0
35249,13879,1
81103,13880,1
40327,13881,1
20091,13882,1
20509,13883,1
72367,13884,0
81315,13885,1
26857,13886,0
96880,13887,0
30177,13888,1
69862,13889,1
60262,13890,1
46969,13891,1
16277,13892,1
59178,13893,0
2367,13894,0
97734,13895,1
1510,13896,0
38267,13897,0
73804,13898,0
54802,13899,0
10418,13900,1
28307,13901,1
2776,13902,0
12268,13903,0
52325,13904,1
78963,13905,0
94864,13906,1
1403,13907,1
42039,13908,0
33828,13909,1
23839,13910,0
87786,13911,1
592,13912,1
83506,13913,0
60177,13914,0
86008,13915,0
82677,13916,1
91226,13917,0
42371,13918,1
6365,13919,0
53411,13920,1
4893,13921,1
54719,13922,1
65563,13923,0
56596,13924,1
94119,13925,0
24235,13926,1
58388,13927,0
69834,13928,1
34665,13929,0
93212,13930,1
10256,13931,1
20510,13932,1
13467,13933,1
94151,13934,1
6819,13935,0
44801,13936,1
54238,13937,1
12428,13938,1
12482,13939,0
43359,13940,1
97783,13941,1
52992,13942,0
79670,13943,0
96802,13944,1
55035,13945,1
20811,13946,0
6019,13947,0
26739,13948,0
52846,13949,0
6308,13950,1
52589,13951,0
8813,13952,1
29244,13953,0
39225,13954,1
75841,13955,0
64259,13956,0
25954,13957,1
98803,13958,1
47895,13959,1
62778,13960,1
53817,13961,1
76519,13962,1
90160,13963,1
24905,13964,0
17190,13965,0
28208,13966,1
32210,13967,1
23303,13968,1
26271,13969,1
13042,13970,1
71232,13971,0
28802,13972,1
91486,13973,1
44280,13974,1
7809,13975,1
31019,13976,0
96301,13977,1
57579,13978,1
75906,13979,0
17088,13980,0
92258,13981,0
65721,13982,0
49226,13983,0
56499,13984,1
25639,13985,0
22662,13986,1
45060,13987,1
1155,13988,0
53986,13989,1
19579,13990,0
52027,13991,0
99560,13992,1
75348,13993,1
92005,13994,0
24459,13995,0
5415,13996,0
2029,13997,1
87798,13998,0
74003,13999,0
54293,14000,1
67400,14001,1
62016,14002,1
53868,14003,1
83390,14004,1
1069,14005,0
21873,14006,0
1262,14007,0
22436,14008,1
32916,14009,0
76921,14010,0
68271,14011,1
51980,14012,0
71421,14013,0
18759,14014,1
44093,14015,0
47280,14016,0
76102,14017,0
19936,14018,0
9669,14019,1
16984,14020,0
73666,14021,1
67144,14022,1
49856,14023,0
6334,14024,0
17968,14025,0
77195,14026,1
6813,14027,1
81964,14028,1
24073,14029,1
77527,14030,1
73817,14031,1
76147,14032,1
43628,14033,1
74573,14034,0
99264,14035,1
50749,14036,0
42586,14037,0
53083,14038,1
40608,14039,0
45982,14040,0
85436,14041,0
80244,14042,1
9326,14043,1
92949,14044,0
19870,14045,0
7602,14046,0
44991,14047,1
3395,14048,1
51220,14049,1
17647,14050,1
79019,14051,0
49291,14052,1
57555,14053,1
71297,14054,1
100378,14055,0
90498,14056,0
86362,14057,1
91594,14058,1
88693,14059,0
45687,14060,1
53164,14061,1
19215,14062,1
32108,14063,1
19813,14064,1
6397,14065,0
32409,14066,0
30070,14067,0
66981,14068,1
41366,14069,0
24123,14070,1
46160,14071,1
63693,14072,1
38905,14073,0
26217,14074,1
52219,14075,0
34984,14076,1
40070,14077,0
42415,14078,0
79346,14079,0
49658,14080,0
31282,14081,1
82627,14082,0
21013,14083,1
52482,14084,1
10457,14085,0
82191,14086,0
72841,14087,0
18073,14088,0
41865,14089,0
98779,14090,0
19433,14091,1
40415,14092,0
1559,14093,0
70404,14094,1
89504,14095,0
89127,14096,1
70957,14097,1
85430,14098,0
94882,14099,0
62387,14100,1
66894,14101,0
17366,14102,0
73057,14103,1
23758,14104,0
40381,14105,1
70810,14106,0
30384,14107,0
84243,14108,1
55328,14109,1
39892,14110,0
93620,14111,0
96358,14112,0
70804,14113,1
35452,14114,0
29481,14115,0
89096,14116,1
32806,14117,1
4448,14118,0
6915,14119,0
86039,14120,1
54332,14121,1
16670,14122,1
66564,14123,0
36236,14124,0
82889,14125,1
83242,14126,0
76324,14127,0
98509,14128,1
29603,14129,0
36176,14130,0
64541,14131,1
8773,14132,1
10776,14133,1
71009,14134,0
37567,14135,1
23349,14136,0
23984,14137,0
17560,14138,0
91446,14139,1
86477,14140,0
73353,14141,1
42924,14142,1
71994,14143,0
91564,14144,0
28450,14145,0
46784,14146,1
25238,14147,0
40896,14148,1
66752,14149,0
97614,14150,0
13996,14151,1
18544,14152,1
9923,14153,1
11813,14154,1
35786,14155,0
50362,14156,0
600,14157,0
36648,14158,1
72151,14159,1
27515,14160,0
77663,14161,0
76320,14162,0
55360,14163,0
82578,14164,0
94218,14165,1
80756,14166,0
51929,14167,0
57082,14168,1
46332,14169,0
49404,14170,1
84698,14171,0
95959,14172,1
63286,14173,1
72588,14174,1
41358,14175,0
95023,14176,0
55219,14177,0
17132,14178,1
99473,14179,0
5411,14180,1
32267,14181,0
97233,14182,1
20571,14183,1
94349,14184,0
81853,14185,1
99425,14186,0
60418,14187,0
24722,14188,0
60805,14189,1
23780,14190,1
25614,14191,0
83115,14192,0
58930,14193,0
62085,14194,1
54594,14195,1
56466,14196,1
26830,14197,0
95891,14198,1
91456,14199,1
11735,14200,0
79165,14201,0
1068,14202,0
7178,14203,0
57243,14204,1
87981,14205,1
64811,14206,1
11579,14207,1
16214,14208,1
2,14209,1
15917,14210,0
17218,14211,0
43495,14212,1
93275,14213,1
44041,14214,0
39759,14215,0
8039,14216,1
19600,14217,1
81107,14218,1
88602,14219,0
27652,14220,1
83595,14221,1
97869,14222,0
27287,14223,0
68920,14224,1
26290,14225,1
57485,14226,1
24081,14227,1
57486,14228,0
67916,14229,1
29085,14230,0
10500,14231,0
66981,14232,1
71260,14233,0
5846,14234,0
70474,14235,1
33586,14236,1
35218,14237,1
74170,14238,0
34912,14239,0
11728,14240,1
67428,14241,1
31078,14242,0
8074,14243,0
81088,14244,0
98148,14245,1
73326,14246,0
54819,14247,0
35229,14248,1
49910,14249,0
39848,14250,1
53923,14251,1
8288,14252,0
1836,14253,0
22819,14254,1
82135,14255,0
53055,14256,1
8664,14257,0
22386,14258,0
86402,14259,0
75142,14260,0
28238,14261,0
63487,14262,0
22769,14263,1
92745,14264,1
98948,14265,0
73524,14266,1
98360,14267,1
64619,14268,1
31920,14269,1
22354,14270,1
78156,14271,0
88801,14272,1
18204,14273,1
28321,14274,1
76483,14275,1
23935,14276,1
25445,14277,0
12814,14278,1
99528,14279,0
27263,14280,0
14142,14281,0
81604,14282,1
48487,14283,0
14754,14284,1
48097,14285,0
54781,14286,1
95597,14287,0
66407,14288,0
39065,14289,0
70319,14290,1
3195,14291,1
53029,14292,1
45433,14293,1
27845,14294,0
58825,14295,1
635,14296,0
59110,14297,1
66210,14298,0
98826,14299,0
64661,14300,1
56786,14301,0
95483,14302,1
74594,14303,0
2486,14304,1
73750,14305,1
37164,14306,1
55088,14307,1
90910,14308,1
82757,14309,0
34322,14310,1
50502,14311,1
15178,14312,0
18646,14313,0
83496,14314,0
89832,14315,1
56870,14316,1
62580,14317,0
47195,14318,1
5317,14319,0
92052,14320,0
89343,14321,0
1943,14322,1
78212,14323,0
27660,14324,1
91744,14325,0
56174,14326,0
4651,14327,1
78906,14328,1
71430,14329,0
22956,14330,0
87082,14331,0
43805,14332,1
55140,14333,1
54503,14334,1
45833,14335,1
45548,14336,1
27913,14337,0
33010,14338,1
7839,14339,0
19193,14340,1
72214,14341,0
66778,14342,0
16617,14343,0
56248,14344,1
84761,14345,0
54963,14346,1
16677,14347,1
1932,14348,0
17974,14349,0
24020,14350,1
61631,14351,1
67762,14352,0
74754,14353,0
80245,14354,1
17676,14355,0
56208,14356,0
55903,14357,0
46881,14358,1
33794,14359,1
90365,14360,0
35273,14361,0
41166,14362,0
55696,14363,1
31706,14364,1
37865,14365,1
45935,14366,1
9949,14367,0
88681,14368,1
85046,14369,1
68775,14370,0
76555,14371,0
35433,14372,0
53162,14373,1
61374,14374,1
65318,14375,1
52984,14376,0
58375,14377,1
27971,14378,0
45139,14379,1
23409,14380,1
31258,14381,1
76601,14382,1
78935,14383,1
66109,14384,1
90380,14385,1
97753,14386,0
66721,14387,1
89683,14388,1
27634,14389,1
17549,14390,0
19821,14391,0
57112,14392,0
2202,14393,1
30193,14394,1
55134,14395,0
96506,14396,1
19048,14397,0
74887,14398,1
86487,14399,1
37074,14400,0
73394,14401,1
81683,14402,1
90083,14403,0
17818,14404,1
74004,14405,1
81255,14406,1
