planno,cid,aid
1,43858,1344
1,43859,2827
1,43860,3452
3,43861,2035
1,43862,2492
2,43863,164
4,43864,191
1,43865,1056
3,43866,754
1,43867,123
4,43868,730
1,43869,1432
1,43870,1365
2,43871,520
3,43872,1877
2,43873,2912
4,43874,2591
1,43875,1841
4,43876,1828
3,43877,1169
3,43878,1296
4,43879,1427
4,43880,2165
2,43881,970
2,43882,1273
2,43883,327
2,43884,226
3,43885,3214
2,43886,1788
3,43887,2744
2,43888,3385
1,43889,1120
4,43890,2149
4,43891,2747
2,43892,1498
2,43893,106
2,43894,144
3,43895,2696
4,43896,16
1,43897,569
3,43898,678
2,43899,2843
1,43900,405
3,43901,1545
4,43902,1525
1,43903,734
4,43904,266
4,43905,919
2,43906,3482
3,43907,2439
2,43908,1955
4,43909,3125
2,43910,2798
3,43911,128
3,43912,3399
1,43913,875
1,43914,2635
4,43915,3607
1,43916,1331
3,43917,1302
2,43918,788
3,43919,3553
1,43920,1386
1,43921,3378
4,43922,210
1,43923,142
4,43924,1685
1,43925,575
4,43926,1458
3,43927,1788
3,43928,1247
4,43929,715
2,43930,911
2,43931,3231
2,43932,3432
4,43933,512
1,43934,1430
2,43935,1115
4,43936,1126
4,43937,1113
2,43938,1535
4,43939,1981
3,43940,895
1,43941,2554
2,43942,241
2,43943,2230
3,43944,1788
2,43945,445
1,43946,3001
4,43947,1393
3,43948,202
4,43949,2664
2,43950,2137
4,43951,777
1,43952,352
4,43953,393
4,43954,1294
4,43955,4
3,43956,1345
1,43957,259
4,43958,2712
3,43959,2994
2,43960,143
4,43961,2932
1,43962,63
4,43963,1309
3,43964,496
3,43965,2582
1,43966,1655
2,43967,3575
3,43968,2324
4,43969,1781
4,43970,1920
1,43971,1514
3,43972,2189
1,43973,3281
4,43974,532
1,43975,1782
3,43976,3034
1,43977,1812
3,43978,1039
3,43979,3294
3,43980,2379
4,43981,770
2,43982,3212
4,43983,1284
3,43984,2884
4,43985,1879
2,43986,2832
3,43987,1086
4,43988,719
4,43989,1690
1,43990,1445
3,43991,300
2,43992,2456
1,43993,1049
2,43994,2666
4,43995,1979
1,43996,2891
4,43997,1299
1,43998,2071
3,43999,2796
4,44000,2471
4,44001,3463
3,44002,799
1,44003,2998
1,44004,2324
3,44005,1032
1,44006,3182
4,44007,1989
3,44008,2929
3,44009,2779
4,44010,143
1,44011,69
4,44012,3255
2,44013,2072
1,44014,2271
3,44015,3373
1,44016,635
1,44017,1125
2,44018,581
1,44019,2533
2,44020,2079
3,44021,1545
1,44022,708
3,44023,2422
1,44024,2953
3,44025,1134
2,44026,2393
4,44027,311
4,44028,807
1,44029,2802
4,44030,427
3,44031,634
4,44032,2624
1,44033,3561
4,44034,1204
3,44035,212
1,44036,1359
4,44037,2953
3,44038,3056
3,44039,929
2,44040,1485
1,44041,3481
4,44042,477
3,44043,1587
2,44044,348
3,44045,1180
4,44046,445
4,44047,1714
2,44048,1043
2,44049,2030
2,44050,3526
3,44051,957
4,44052,3279
4,44053,56
2,44054,845
2,44055,3377
1,44056,2744
2,44057,2167
3,44058,43
4,44059,3455
3,44060,2944
4,44061,1117
3,44062,3119
2,44063,232
2,44064,473
3,44065,876
1,44066,2364
3,44067,230
1,44068,375
2,44069,3263
4,44070,3359
3,44071,3404
3,44072,3346
1,44073,1918
1,44074,1871
1,44075,1328
2,44076,586
3,44077,2878
4,44078,3367
1,44079,16
1,44080,740
1,44081,32
1,44082,2665
1,44083,2059
4,44084,1288
2,44085,318
2,44086,682
2,44087,1188
4,44088,3292
4,44089,2680
2,44090,1390
4,44091,2124
2,44092,1793
3,44093,628
2,44094,2478
3,44095,2034
1,44096,433
3,44097,1094
3,44098,208
2,44099,2431
3,44100,1114
2,44101,635
4,44102,221
4,44103,3300
3,44104,361
1,44105,10
4,44106,1666
2,44107,3558
2,44108,2687
2,44109,800
2,44110,1431
1,44111,3105
2,44112,5
1,44113,2285
3,44114,2049
2,44115,330
2,44116,984
4,44117,3190
2,44118,385
2,44119,1494
1,44120,681
2,44121,1953
2,44122,2344
4,44123,430
3,44124,813
2,44125,1964
4,44126,772
3,44127,264
2,44128,51
1,44129,2156
3,44130,3342
4,44131,550
3,44132,2769
2,44133,1855
2,44134,3289
4,44135,3378
3,44136,3539
4,44137,2502
1,44138,1612
1,44139,866
4,44140,479
3,44141,2823
2,44142,1723
1,44143,3639
4,44144,745
2,44145,1468
1,44146,1602
4,44147,1389
4,44148,1141
3,44149,1436
4,44150,2172
1,44151,3253
3,44152,3183
3,44153,1214
2,44154,375
1,44155,3599
2,44156,2815
4,44157,3036
3,44158,2553
4,44159,784
2,44160,820
2,44161,2549
4,44162,2876
1,44163,1367
2,44164,1863
2,44165,1872
2,44166,2843
4,44167,3345
2,44168,899
1,44169,345
2,44170,123
3,44171,2723
3,44172,3526
2,44173,1359
3,44174,2816
3,44175,532
4,44176,2925
3,44177,1905
1,44178,2976
1,44179,987
2,44180,2328
4,44181,2489
3,44182,209
3,44183,654
2,44184,2700
4,44185,2291
4,44186,1194
3,44187,3021
4,44188,532
3,44189,2247
1,44190,648
1,44191,2592
1,44192,2625
4,44193,2695
1,44194,2867
4,44195,3426
4,44196,1564
4,44197,222
1,44198,301
4,44199,2468
2,44200,1949
2,44201,1953
3,44202,1238
4,44203,489
1,44204,3593
1,44205,1363
2,44206,512
1,44207,412
1,44208,3313
1,44209,3478
2,44210,26
2,44211,1544
4,44212,2753
4,44213,2745
2,44214,496
3,44215,2427
2,44216,2467
2,44217,2768
4,44218,2454
1,44219,33
2,44220,2314
1,44221,339
2,44222,3140
2,44223,1586
2,44224,954
2,44225,1089
1,44226,2290
1,44227,2801
4,44228,3213
2,44229,2494
2,44230,1315
4,44231,147
4,44232,514
2,44233,50
3,44234,832
1,44235,2106
2,44236,1448
2,44237,3456
3,44238,2810
2,44239,2322
1,44240,2072
4,44241,1609
1,44242,1689
2,44243,2404
2,44244,2752
1,44245,1717
4,44246,29
1,44247,1222
4,44248,2053
4,44249,1208
4,44250,2994
2,44251,2541
3,44252,2321
3,44253,2592
4,44254,3130
1,44255,2844
4,44256,2927
1,44257,501
1,44258,1957
1,44259,298
4,44260,1556
4,44261,3503
2,44262,493
4,44263,1646
3,44264,53
4,44265,1030
2,44266,146
2,44267,542
2,44268,3385
4,44269,1000
4,44270,665
2,44271,1813
2,44272,1129
4,44273,2275
1,44274,3185
4,44275,2145
3,44276,3304
4,44277,3049
2,44278,2518
2,44279,3509
2,44280,1769
3,44281,2473
3,44282,2196
2,44283,1325
2,44284,3634
4,44285,3492
1,44286,2268
3,44287,866
4,44288,1601
1,44289,735
2,44290,551
4,44291,637
3,44292,3188
4,44293,2027
3,44294,2338
2,44295,2153
4,44296,2796
4,44297,768
3,44298,128
3,44299,1153
2,44300,581
4,44301,657
1,44302,1978
1,44303,426
2,44304,3465
1,44305,1224
4,44306,3216
2,44307,887
4,44308,2253
1,44309,1275
2,44310,475
4,44311,604
4,44312,679
2,44313,3594
4,44314,2463
1,44315,3526
1,44316,1206
1,44317,1286
3,44318,1034
4,44319,1436
1,44320,1569
4,44321,1693
1,44322,2293
1,44323,1790
2,44324,750
4,44325,2174
4,44326,1844
1,44327,3275
2,44328,1743
2,44329,118
4,44330,779
4,44331,3367
1,44332,3177
4,44333,621
4,44334,2641
4,44335,1781
3,44336,782
4,44337,1991
1,44338,311
4,44339,1985
1,44340,1736
4,44341,2242
4,44342,2041
1,44343,3468
3,44344,2907
2,44345,786
4,44346,2299
3,44347,1891
4,44348,1405
2,44349,3375
2,44350,2644
2,44351,759
4,44352,719
2,44353,122
2,44354,471
2,44355,2157
3,44356,324
1,44357,3003
3,44358,1800
2,44359,1143
2,44360,2890
2,44361,192
1,44362,1621
1,44363,1865
4,44364,1690
2,44365,2960
3,44366,1880
3,44367,2778
2,44368,469
4,44369,1734
2,44370,1985
2,44371,93
2,44372,2786
2,44373,1467
3,44374,3495
2,44375,3259
2,44376,2870
4,44377,482
2,44378,247
1,44379,2072
4,44380,1732
2,44381,3116
2,44382,2812
2,44383,2135
1,44384,1718
1,44385,1786
1,44386,2622
4,44387,205
1,44388,1087
2,44389,1772
1,44390,265
2,44391,529
1,44392,2336
3,44393,2224
2,44394,1238
1,44395,864
1,44396,1653
2,44397,3175
3,44398,1243
1,44399,2364
4,44400,1395
2,44401,1418
4,44402,2735
4,44403,2306
2,44404,1585
2,44405,452
1,44406,1292
1,44407,1381
1,44408,1624
2,44409,1377
3,44410,3008
4,44411,2135
2,44412,2852
1,44413,2090
1,44414,3567
1,44415,3500
1,44416,1493
1,44417,468
1,44418,1232
4,44419,120
3,44420,3540
1,44421,473
1,44422,115
2,44423,3396
3,44424,299
2,44425,1675
2,44426,3344
1,44427,1414
3,44428,1697
4,44429,1852
2,44430,401
2,44431,2875
1,44432,2128
1,44433,2462
3,44434,3188
1,44435,3258
3,44436,350
4,44437,2613
1,44438,1948
4,44439,424
3,44440,1372
3,44441,341
1,44442,2205
2,44443,1943
2,44444,1472
1,44445,3575
4,44446,2984
2,44447,3360
1,44448,2769
4,44449,917
3,44450,3249
3,44451,2488
4,44452,1661
3,44453,2798
1,44454,2855
2,44455,219
1,44456,1283
3,44457,147
3,44458,915
3,44459,3060
4,44460,2666
4,44461,2004
1,44462,1342
2,44463,959
4,44464,2926
4,44465,1564
2,44466,1043
2,44467,3091
2,44468,1239
4,44469,3008
1,44470,2029
4,44471,1891
3,44472,1889
1,44473,1673
1,44474,3469
4,44475,1911
4,44476,817
3,44477,75
4,44478,3250
4,44479,3490
1,44480,2780
4,44481,2438
4,44482,2511
3,44483,2991
3,44484,458
4,44485,263
2,44486,2177
4,44487,3583
4,44488,2552
2,44489,3058
2,44490,2720
1,44491,3289
3,44492,3291
3,44493,757
1,44494,2685
2,44495,3192
4,44496,2492
3,44497,382
1,44498,705
1,44499,738
4,44500,2470
3,44501,1140
1,44502,132
3,44503,2299
1,44504,3053
2,44505,2252
4,44506,2001
1,44507,1642
1,44508,1312
2,44509,430
4,44510,2447
3,44511,2824
3,44512,3336
3,44513,1510
1,44514,1389
1,44515,2467
3,44516,479
2,44517,735
3,44518,769
3,44519,3323
4,44520,3618
4,44521,3296
1,44522,937
2,44523,3494
1,44524,1039
4,44525,2222
4,44526,895
4,44527,544
3,44528,2460
1,44529,1153
4,44530,2787
1,44531,1934
2,44532,1192
4,44533,1248
3,44534,2269
2,44535,190
3,44536,654
3,44537,3521
1,44538,1478
4,44539,3535
3,44540,2379
1,44541,3282
1,44542,362
4,44543,1935
4,44544,489
1,44545,1136
3,44546,1240
1,44547,3121
2,44548,1285
1,44549,538
2,44550,545
3,44551,2542
2,44552,943
4,44553,2196
1,44554,45
2,44555,2636
2,44556,1928
3,44557,769
3,44558,2731
1,44559,183
2,44560,3617
4,44561,737
3,44562,1980
3,44563,2420
2,44564,1459
1,44565,1119
3,44566,1901
2,44567,53
1,44568,3215
2,44569,756
4,44570,2721
4,44571,60
4,44572,1996
2,44573,2001
3,44574,950
4,44575,2629
3,44576,3064
1,44577,3192
2,44578,3593
1,44579,363
4,44580,2596
2,44581,3100
3,44582,2597
3,44583,1209
1,44584,2391
4,44585,1125
3,44586,2749
4,44587,1197
4,44588,3071
1,44589,1298
2,44590,1827
2,44591,2571
2,44592,1343
2,44593,169
1,44594,900
3,44595,100
3,44596,180
2,44597,155
4,44598,1011
4,44599,1165
1,44600,1750
4,44601,1595
1,44602,3414
3,44603,2726
3,44604,3088
3,44605,1105
4,44606,2785
1,44607,117
4,44608,493
4,44609,592
4,44610,3113
1,44611,2635
2,44612,2353
2,44613,1717
4,44614,3211
2,44615,594
4,44616,1654
3,44617,2800
2,44618,1511
4,44619,2416
4,44620,2546
4,44621,198
1,44622,3567
3,44623,2835
1,44624,3416
2,44625,3440
1,44626,211
2,44627,3578
4,44628,937
2,44629,626
4,44630,2083
1,44631,502
2,44632,1837
4,44633,3289
4,44634,943
2,44635,3098
3,44636,2798
1,44637,1060
1,44638,3491
1,44639,2310
2,44640,1438
2,44641,636
1,44642,429
4,44643,3571
4,44644,264
2,44645,284
2,44646,3042
1,44647,1453
3,44648,3541
3,44649,43
3,44650,2349
4,44651,70
1,44652,90
3,44653,19
2,44654,622
3,44655,1963
2,44656,3134
1,44657,2646
1,44658,13
2,44659,3233
2,44660,1328
3,44661,3209
1,44662,2349
3,44663,295
4,44664,3071
1,44665,3446
3,44666,1103
1,44667,2722
3,44668,1179
3,44669,1845
1,44670,2867
3,44671,1989
3,44672,658
3,44673,2797
4,44674,2999
3,44675,746
1,44676,1259
3,44677,2161
1,44678,35
4,44679,1960
4,44680,3408
4,44681,1775
2,44682,2413
4,44683,1098
1,44684,3276
3,44685,705
4,44686,3404
4,44687,3465
2,44688,2675
1,44689,1102
2,44690,1988
2,44691,1253
1,44692,1132
4,44693,2537
4,44694,1152
2,44695,3593
3,44696,1031
1,44697,823
1,44698,2498
3,44699,2885
4,44700,415
2,44701,440
4,44702,3085
3,44703,3033
1,44704,1164
1,44705,1050
4,44706,2086
2,44707,1663
1,44708,2541
2,44709,995
4,44710,129
1,44711,3026
4,44712,3613
3,44713,3350
2,44714,20
3,44715,314
4,44716,2600
2,44717,466
3,44718,3020
2,44719,1087
1,44720,2333
1,44721,2149
4,44722,3526
1,44723,2077
2,44724,2709
3,44725,969
3,44726,3577
1,44727,1350
4,44728,2654
3,44729,1227
1,44730,441
2,44731,528
4,44732,1632
1,44733,2022
4,44734,1075
4,44735,3355
3,44736,2762
1,44737,710
4,44738,2720
3,44739,1967
1,44740,3011
2,44741,2778
4,44742,363
1,44743,1427
2,44744,1785
3,44745,3044
4,44746,1809
4,44747,3272
1,44748,1524
1,44749,1692
4,44750,2401
3,44751,738
3,44752,2764
4,44753,815
1,44754,1146
3,44755,2656
4,44756,3503
4,44757,621
4,44758,517
1,44759,2450
1,44760,28
4,44761,3236
1,44762,2962
3,44763,2486
3,44764,1724
1,44765,124
1,44766,2137
4,44767,1969
3,44768,2467
2,44769,245
2,44770,1035
2,44771,1845
4,44772,593
4,44773,3057
1,44774,2529
2,44775,1750
1,44776,495
4,44777,2781
2,44778,2255
1,44779,1413
2,44780,1029
4,44781,2138
4,44782,2669
3,44783,1617
3,44784,1520
4,44785,1497
4,44786,2573
1,44787,3292
4,44788,2353
4,44789,1151
2,44790,3558
1,44791,1907
1,44792,756
1,44793,2047
1,44794,3160
1,44795,2943
3,44796,681
4,44797,1279
4,44798,2684
2,44799,2181
1,44800,759
4,44801,150
3,44802,587
2,44803,1800
4,44804,2241
4,44805,1896
4,44806,771
2,44807,107
1,44808,3015
2,44809,1150
4,44810,1130
2,44811,2685
4,44812,368
2,44813,1839
3,44814,461
3,44815,844
2,44816,1105
3,44817,2437
3,44818,3563
3,44819,965
2,44820,659
4,44821,1304
3,44822,481
1,44823,1043
3,44824,35
2,44825,418
4,44826,1474
4,44827,2725
2,44828,2676
2,44829,789
2,44830,452
1,44831,1938
4,44832,615
4,44833,2358
1,44834,3424
2,44835,38
1,44836,1837
1,44837,2901
1,44838,809
1,44839,1684
4,44840,1498
2,44841,3373
2,44842,3141
1,44843,767
3,44844,3208
4,44845,1262
2,44846,1519
4,44847,1999
4,44848,970
4,44849,3271
1,44850,1474
2,44851,1765
2,44852,2342
2,44853,144
1,44854,1316
1,44855,2311
1,44856,972
3,44857,1623
1,44858,2902
1,44859,2440
1,44860,990
4,44861,3623
3,44862,3250
3,44863,1362
2,44864,1684
3,44865,2379
2,44866,588
1,44867,1725
3,44868,2926
4,44869,2417
2,44870,3083
1,44871,2939
2,44872,2220
4,44873,1643
4,44874,2741
1,44875,2217
3,44876,2143
2,44877,3439
2,44878,2065
4,44879,3296
2,44880,3205
1,44881,3422
4,44882,1928
2,44883,3545
4,44884,176
4,44885,498
2,44886,2125
2,44887,2186
2,44888,955
1,44889,2003
4,44890,1308
2,44891,2176
3,44892,1085
4,44893,1400
3,44894,1452
4,44895,3278
1,44896,3037
2,44897,1423
4,44898,2429
3,44899,1765
2,44900,3194
3,44901,530
2,44902,2204
1,44903,2039
1,44904,2330
1,44905,3269
3,44906,1198
1,44907,1343
1,44908,3124
2,44909,1391
3,44910,3439
4,44911,2950
2,44912,3271
3,44913,3190
1,44914,622
1,44915,3100
2,44916,1615
3,44917,356
1,44918,2522
1,44919,3453
2,44920,1065
4,44921,1054
2,44922,2980
2,44923,2456
4,44924,2871
3,44925,267
1,44926,1356
1,44927,3409
1,44928,2876
4,44929,2676
2,44930,577
1,44931,2764
2,44932,51
4,44933,1303
4,44934,2330
1,44935,1584
4,44936,3300
2,44937,1044
1,44938,153
4,44939,2019
2,44940,3529
1,44941,2598
3,44942,881
4,44943,2582
1,44944,512
3,44945,3238
4,44946,782
1,44947,3109
1,44948,996
1,44949,966
3,44950,2375
2,44951,379
4,44952,1138
2,44953,160
2,44954,228
1,44955,2650
1,44956,2977
3,44957,2342
1,44958,2654
4,44959,1128
4,44960,661
1,44961,1903
3,44962,494
4,44963,2467
1,44964,667
3,44965,2475
3,44966,278
4,44967,1608
2,44968,90
4,44969,783
1,44970,3370
3,44971,2955
4,44972,150
4,44973,836
3,44974,1642
1,44975,499
3,44976,2788
2,44977,1524
4,44978,3087
1,44979,684
4,44980,181
2,44981,187
2,44982,2125
4,44983,154
1,44984,3153
2,44985,418
3,44986,625
4,44987,42
2,44988,2573
1,44989,502
2,44990,2553
4,44991,2640
4,44992,3339
2,44993,3190
3,44994,70
2,44995,1739
2,44996,455
4,44997,3032
4,44998,2498
4,44999,3573
2,45000,656
4,45001,1272
3,45002,2502
2,45003,2770
2,45004,661
1,45005,42
3,45006,1457
2,45007,2668
4,45008,944
3,45009,3102
3,45010,558
3,45011,3351
4,45012,3332
3,45013,1885
2,45014,3583
3,45015,2437
2,45016,2317
3,45017,3088
3,45018,3585
3,45019,3412
1,45020,2379
4,45021,882
3,45022,264
4,45023,2057
2,45024,3089
3,45025,476
3,45026,2898
1,45027,2538
1,45028,2363
1,45029,583
4,45030,2210
1,45031,2526
3,45032,3186
2,45033,1982
1,45034,1221
2,45035,543
2,45036,847
4,45037,3593
1,45038,1608
4,45039,853
1,45040,1625
3,45041,3490
1,45042,1114
2,45043,2133
3,45044,2144
4,45045,3231
1,45046,2822
1,45047,786
2,45048,3212
2,45049,2560
1,45050,2855
3,45051,285
3,45052,2164
2,45053,3142
4,45054,3286
2,45055,991
1,45056,2544
4,45057,2584
1,45058,1929
4,45059,1801
1,45060,3474
2,45061,2537
4,45062,2248
1,45063,2497
2,45064,3365
2,45065,2991
3,45066,487
4,45067,1238
2,45068,957
3,45069,1018
2,45070,1628
2,45071,1196
1,45072,85
1,45073,348
1,45074,674
4,45075,2624
2,45076,706
4,45077,3435
1,45078,1896
4,45079,3121
2,45080,2054
4,45081,2589
2,45082,3398
4,45083,1989
2,45084,3604
4,45085,2396
4,45086,1982
1,45087,2773
3,45088,564
4,45089,495
1,45090,2894
3,45091,1726
1,45092,1632
3,45093,126
2,45094,3266
3,45095,1400
3,45096,1498
4,45097,3142
2,45098,1736
3,45099,3575
1,45100,2104
1,45101,1997
2,45102,930
2,45103,472
4,45104,2461
4,45105,1490
1,45106,3142
4,45107,2758
2,45108,177
2,45109,3490
3,45110,446
1,45111,534
2,45112,2457
1,45113,580
4,45114,2088
1,45115,84
1,45116,1510
2,45117,3398
2,45118,1972
3,45119,2270
2,45120,641
3,45121,3549
1,45122,3642
2,45123,2465
3,45124,2401
1,45125,2455
3,45126,734
4,45127,1832
4,45128,3433
4,45129,768
4,45130,2828
2,45131,3471
3,45132,1295
3,45133,3311
3,45134,3551
2,45135,1251
3,45136,1595
4,45137,3150
4,45138,3012
2,45139,2205
3,45140,3316
2,45141,1869
4,45142,1958
2,45143,1515
2,45144,1343
3,45145,2895
1,45146,864
1,45147,630
2,45148,2255
1,45149,1928
4,45150,1086
2,45151,2683
1,45152,3038
1,45153,1315
2,45154,3332
4,45155,347
3,45156,3272
1,45157,1063
3,45158,1525
1,45159,1776
3,45160,2839
4,45161,572
4,45162,2444
1,45163,3293
1,45164,372
3,45165,2223
3,45166,818
2,45167,2700
2,45168,3208
3,45169,1920
4,45170,194
2,45171,120
4,45172,2876
4,45173,2538
4,45174,1578
2,45175,2981
4,45176,1001
2,45177,975
2,45178,2552
1,45179,2363
4,45180,622
4,45181,1083
2,45182,327
1,45183,3319
4,45184,2597
1,45185,3339
4,45186,480
3,45187,2177
2,45188,1087
1,45189,1329
4,45190,1228
3,45191,1008
3,45192,3495
2,45193,23
2,45194,66
2,45195,2706
4,45196,3205
1,45197,652
1,45198,1594
3,45199,1910
2,45200,564
2,45201,1145
1,45202,2119
4,45203,1309
4,45204,1162
1,45205,209
2,45206,1699
1,45207,1325
4,45208,3182
2,45209,2420
3,45210,2188
1,45211,2327
3,45212,2592
2,45213,3582
2,45214,1932
3,45215,1646
3,45216,2053
3,45217,180
2,45218,3350
2,45219,1193
1,45220,2430
3,45221,908
3,45222,3367
3,45223,3097
2,45224,155
1,45225,1301
1,45226,1015
3,45227,1728
3,45228,2787
4,45229,1279
2,45230,2642
3,45231,1538
2,45232,620
4,45233,2345
4,45234,86
2,45235,923
2,45236,2211
1,45237,2741
4,45238,2175
1,45239,3128
3,45240,2259
1,45241,308
2,45242,1993
4,45243,2220
4,45244,82
2,45245,2635
3,45246,987
2,45247,724
3,45248,1949
2,45249,1068
3,45250,2942
2,45251,1273
1,45252,1941
3,45253,2835
2,45254,253
1,45255,2021
1,45256,3462
1,45257,77
1,45258,87
1,45259,3364
1,45260,2078
4,45261,3355
4,45262,2179
3,45263,441
2,45264,1716
1,45265,1404
3,45266,2468
3,45267,2480
3,45268,2176
4,45269,99
2,45270,2936
4,45271,2995
1,45272,2559
3,45273,1140
2,45274,2757
1,45275,781
4,45276,106
1,45277,3004
4,45278,603
2,45279,2630
3,45280,34
2,45281,733
1,45282,725
1,45283,1137
2,45284,1727
1,45285,873
4,45286,1883
1,45287,35
2,45288,2139
1,45289,2194
3,45290,3021
3,45291,1524
4,45292,1636
2,45293,1212
4,45294,724
4,45295,2957
1,45296,1858
1,45297,954
2,45298,1464
4,45299,2421
2,45300,1778
1,45301,1506
2,45302,1031
3,45303,2660
3,45304,3121
3,45305,2393
4,45306,183
1,45307,448
2,45308,811
3,45309,508
3,45310,3434
1,45311,3011
4,45312,521
4,45313,1160
4,45314,155
3,45315,72
2,45316,3273
3,45317,2234
3,45318,284
2,45319,91
2,45320,1919
2,45321,2418
3,45322,3225
2,45323,2192
1,45324,2387
1,45325,1837
2,45326,685
1,45327,3006
4,45328,906
3,45329,2524
1,45330,3063
3,45331,3179
1,45332,3274
4,45333,476
2,45334,3029
2,45335,568
1,45336,3283
2,45337,1323
3,45338,2265
2,45339,945
4,45340,1428
2,45341,2393
3,45342,1308
4,45343,1623
1,45344,1433
4,45345,661
2,45346,2761
4,45347,30
3,45348,1036
4,45349,3270
1,45350,2888
2,45351,1029
3,45352,1754
3,45353,56
4,45354,3163
2,45355,2347
1,45356,1845
2,45357,1351
2,45358,3014
1,45359,3277
3,45360,2893
4,45361,1941
2,45362,3443
2,45363,919
2,45364,1200
4,45365,2033
1,45366,134
1,45367,2847
3,45368,2016
1,45369,750
3,45370,1856
2,45371,274
4,45372,2119
3,45373,679
4,45374,2839
1,45375,3309
1,45376,480
4,45377,2476
4,45378,436
2,45379,950
2,45380,69
1,45381,2225
2,45382,566
1,45383,1819
3,45384,164
3,45385,528
4,45386,1142
3,45387,2846
3,45388,1626
2,45389,2709
4,45390,1495
1,45391,3181
3,45392,1460
3,45393,2923
1,45394,3427
4,45395,1141
2,45396,3212
1,45397,2416
1,45398,2093
3,45399,92
1,45400,748
1,45401,744
2,45402,421
1,45403,2963
1,45404,458
1,45405,3232
3,45406,2874
3,45407,440
2,45408,3310
4,45409,1882
2,45410,2824
1,45411,1230
1,45412,3405
3,45413,1039
1,45414,3162
4,45415,1656
3,45416,2350
2,45417,2890
4,45418,1431
4,45419,2832
1,45420,3311
3,45421,2083
4,45422,907
4,45423,2025
1,45424,2826
1,45425,1728
2,45426,879
3,45427,899
1,45428,1900
1,45429,635
3,45430,1075
4,45431,2092
1,45432,1723
2,45433,3357
4,45434,3261
2,45435,21
4,45436,688
1,45437,82
3,45438,2996
4,45439,2301
1,45440,1888
3,45441,2415
1,45442,1974
3,45443,1175
2,45444,764
3,45445,1229
3,45446,3391
1,45447,2659
4,45448,2085
3,45449,618
3,45450,2025
1,45451,362
4,45452,169
2,45453,1562
2,45454,1977
2,45455,2457
3,45456,2760
1,45457,3319
3,45458,1471
3,45459,1263
4,45460,401
1,45461,15
2,45462,705
3,45463,660
4,45464,3289
4,45465,589
1,45466,1198
4,45467,288
1,45468,2370
1,45469,2489
1,45470,2402
4,45471,387
1,45472,2248
2,45473,36
1,45474,105
1,45475,376
4,45476,428
4,45477,1834
3,45478,3001
3,45479,335
4,45480,2868
3,45481,3381
4,45482,997
4,45483,2115
4,45484,1869
4,45485,3024
3,45486,3465
2,45487,112
4,45488,1044
2,45489,596
4,45490,699
3,45491,218
3,45492,2478
3,45493,2897
4,45494,111
2,45495,140
2,45496,2568
1,45497,1575
3,45498,885
1,45499,1959
4,45500,1865
3,45501,1581
3,45502,841
3,45503,840
4,45504,3415
3,45505,1094
4,45506,1805
4,45507,512
1,45508,3231
2,45509,1782
1,45510,2822
2,45511,2080
1,45512,2817
4,45513,2384
1,45514,3430
3,45515,712
3,45516,2277
2,45517,2405
3,45518,1338
1,45519,1373
3,45520,2916
3,45521,2068
4,45522,1427
2,45523,1841
1,45524,1186
1,45525,2228
2,45526,1923
3,45527,1915
1,45528,2852
2,45529,1367
4,45530,2080
1,45531,2430
2,45532,1474
2,45533,3000
1,45534,1284
1,45535,3038
2,45536,1620
2,45537,546
2,45538,2016
4,45539,642
1,45540,454
2,45541,200
3,45542,3431
2,45543,2104
3,45544,933
1,45545,3119
1,45546,3411
1,45547,313
1,45548,2264
1,45549,2293
3,45550,3576
1,45551,2974
4,45552,21
1,45553,2849
2,45554,1097
2,45555,2888
3,45556,2068
1,45557,3084
4,45558,1634
3,45559,736
3,45560,3341
4,45561,3585
2,45562,2036
4,45563,2130
3,45564,457
3,45565,2151
2,45566,565
4,45567,698
2,45568,3544
1,45569,2117
3,45570,3292
2,45571,1658
2,45572,1996
1,45573,318
3,45574,1527
4,45575,2707
4,45576,1272
2,45577,449
3,45578,1242
4,45579,895
4,45580,321
1,45581,563
4,45582,535
2,45583,3479
1,45584,1646
4,45585,2814
4,45586,2335
4,45587,2519
1,45588,575
3,45589,1675
4,45590,1812
1,45591,1120
2,45592,466
1,45593,2368
3,45594,3226
2,45595,2770
2,45596,1241
4,45597,3266
2,45598,3346
1,45599,1392
4,45600,2778
3,45601,2435
4,45602,498
3,45603,1276
4,45604,232
2,45605,2608
4,45606,2778
1,45607,2802
4,45608,736
4,45609,2040
4,45610,994
2,45611,2674
4,45612,3025
1,45613,569
1,45614,365
1,45615,1016
4,45616,590
4,45617,2428
3,45618,56
2,45619,1089
1,45620,1448
1,45621,947
1,45622,873
3,45623,692
3,45624,627
4,45625,3525
1,45626,2705
2,45627,2151
4,45628,1069
2,45629,3092
3,45630,2691
1,45631,555
4,45632,728
4,45633,741
2,45634,639
3,45635,170
4,45636,202
4,45637,2735
2,45638,2249
1,45639,839
1,45640,2152
2,45641,1509
1,45642,3152
4,45643,1972
2,45644,1329
2,45645,984
2,45646,3500
3,45647,3436
3,45648,254
2,45649,2847
3,45650,761
4,45651,1316
2,45652,2812
4,45653,3081
2,45654,3444
1,45655,1069
3,45656,2832
1,45657,1995
4,45658,1048
2,45659,1037
2,45660,1407
3,45661,1238
1,45662,513
4,45663,30
1,45664,910
3,45665,2219
4,45666,561
4,45667,2558
2,45668,897
4,45669,3212
3,45670,2450
